Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,309.99,14.0,-3.0,480.0,0.0
1980-01-02,0.0,307.25,16.4,-0.49,600.0,0.0
1980-01-03,0.0,263.99,12.62,0.33,626.06,0.0
1980-01-04,0.0,128.98,3.53,-1.5,560.0,0.0
1980-01-05,0.0,138.62,4.42,-1.0,560.0,0.0
1980-01-06,0.0,314.77,16.06,-1.3,560.0,0.0
1980-01-07,0.0,340.1,18.17,-4.5,440.0,0.0
1980-01-08,0.0,268.01,6.85,-5.0,440.0,0.0
1980-01-09,0.0,297.55,11.35,-3.02,480.0,0.0
1980-01-10,0.0,274.02,14.88,2.21,720.0,0.0
1980-01-11,0.0,251.49,16.72,5.46,915.88,0.0
1980-01-12,0.0,274.22,12.83,0.5,639.65,0.0
1980-01-13,0.0,322.15,19.0,1.5,680.0,0.0
1980-01-14,0.0,338.31,22.68,1.87,707.55,0.0
1980-01-15,0.0,323.53,23.13,5.0,880.0,0.0
1980-01-16,0.05,311.23,20.27,4.43,834.33,0.0
1980-01-17,0.0,315.81,17.69,1.97,717.9,0.0
1980-01-18,0.0,330.19,19.0,1.59,687.43,0.0
1980-01-19,0.56,292.0,19.6,6.0,920.0,0.0
1980-01-20,5.15,186.45,13.78,3.59,800.0,0.0
1980-01-21,20.98,70.85,6.3,3.0,759.92,9.733792719315695e-05
1980-01-22,3.4,96.22,6.87,2.66,732.65,0.0
1980-01-23,0.0,309.74,10.95,-2.5,520.0,0.0
1980-01-24,0.0,345.58,17.5,-0.01,600.0,0.0
1980-01-25,0.0,336.43,19.1,2.64,730.97,0.0
1980-01-26,0.0,319.53,13.57,-0.41,599.98,0.0
1980-01-27,0.0,207.17,2.19,-5.17,426.13,0.0
1980-01-28,0.0,119.32,-0.73,-4.68,440.0,0.0
1980-01-29,0.0,93.61,-1.59,-4.52,440.0,0.0
1980-01-30,1.57,145.17,0.97,-3.89,448.75,0.0
1980-01-31,0.0,255.56,1.32,-7.6,351.97,0.0
1980-02-01,0.0,321.16,2.05,-10.0,280.0,0.0
1980-02-02,0.0,344.6,8.43,-5.46,403.08,0.0
1980-02-03,0.0,360.8,14.0,-2.0,520.0,0.0
1980-02-04,0.0,353.79,16.21,0.5,640.0,0.0
1980-02-05,0.0,363.31,16.87,0.44,634.42,0.0
1980-02-06,0.0,386.13,16.0,-2.5,520.0,0.0
1980-02-07,0.0,341.48,14.0,0.21,617.06,0.0
1980-02-08,25.48,170.18,5.94,-1.56,555.16,0.0003406827451760493
1980-02-09,12.22,153.11,0.18,-5.77,400.0,0.0006813654903520986
1980-02-10,3.98,331.79,2.0,-14.5,200.0,0.0006326965267555201
1980-02-11,0.0,433.71,5.84,-10.0,280.0,0.0003406827451760493
1980-02-12,0.0,405.52,7.67,-5.92,400.0,9.733792719315695e-05
1980-02-13,0.0,426.56,13.0,-2.1,520.0,9.733792719315695e-05
1980-02-14,0.0,387.33,18.51,4.49,839.56,0.00014600689078973542
1980-02-15,0.0,396.45,17.74,3.39,791.09,0.0006326965267555201
1980-02-16,0.0,375.6,5.31,-6.54,361.89,0.0005840275631589417
1980-02-17,0.97,343.56,0.34,-10.24,280.0,0.0003893517087726278
1980-02-18,0.0,422.42,10.1,-4.19,440.0,0.00024334481798289238
1980-02-19,0.0,445.35,20.51,2.63,699.97,0.0001946758543863139
1980-02-20,0.0,431.33,27.0,5.46,836.65,0.00014600689078973542
1980-02-21,0.0,392.03,26.35,9.5,1123.37,9.733792719315695e-05
1980-02-22,0.0,416.31,24.32,5.77,861.25,4.8668963596578474e-05
1980-02-23,0.0,434.6,23.58,3.32,706.72,0.0
1980-02-24,0.0,337.3,12.14,0.77,640.0,0.0
1980-02-25,0.0,377.02,11.73,-1.5,560.0,0.0
1980-02-26,0.0,451.26,15.28,-4.69,423.19,0.0
1980-02-27,0.0,454.18,21.5,-0.11,551.78,0.0
1980-02-28,0.0,447.66,27.5,5.13,770.62,0.0
1980-02-29,0.0,463.14,27.84,2.91,642.08,0.0
1980-03-01,0.0,397.07,4.81,-10.64,280.0,0.0
1980-03-02,0.0,367.88,1.0,-12.5,240.0,0.0
1980-03-03,0.0,433.97,10.79,-7.5,360.0,0.0
1980-03-04,0.0,457.52,21.18,-0.48,530.45,0.0
1980-03-05,0.0,494.38,23.39,-4.5,373.14,0.0
1980-03-06,0.0,456.68,17.53,-3.44,442.18,0.0
1980-03-07,0.0,443.38,25.29,4.81,756.56,4.8668963596578474e-05
1980-03-08,0.0,429.86,23.52,4.48,759.0,0.0
1980-03-09,0.0,445.99,21.5,1.71,498.23,0.0
1980-03-10,0.0,458.84,25.0,3.6,509.02,0.0
1980-03-11,0.0,354.27,22.0,7.96,834.41,0.0
1980-03-12,1.79,304.47,20.51,7.91,906.39,4.8668963596578474e-05
1980-03-13,0.0,425.24,21.8,3.98,574.74,4.8668963596578474e-05
1980-03-14,0.0,436.46,20.26,1.92,497.37,4.8668963596578474e-05
1980-03-15,0.0,417.16,22.36,5.18,625.14,4.8668963596578474e-05
1980-03-16,0.0,317.75,23.53,11.37,1098.18,4.8668963596578474e-05
1980-03-17,0.0,470.38,25.28,4.13,513.58,4.8668963596578474e-05
1980-03-18,0.0,421.72,16.1,-0.81,439.96,0.0
1980-03-19,0.0,377.73,20.0,5.35,680.39,0.0
1980-03-20,0.0,344.85,21.48,8.43,872.08,0.0
1980-03-21,0.0,493.42,22.46,0.38,392.44,0.0
1980-03-22,0.0,426.98,22.0,4.99,599.03,0.0
1980-03-23,1.6,360.53,23.47,9.76,908.56,4.8668963596578474e-05
1980-03-24,0.94,466.59,22.09,2.91,494.54,4.8668963596578474e-05
1980-03-25,0.0,323.67,14.89,3.5,686.48,4.8668963596578474e-05
1980-03-26,0.0,367.32,18.3,5.0,691.02,4.8668963596578474e-05
1980-03-27,0.0,282.91,18.79,9.0,1023.04,9.733792719315695e-05
1980-03-28,11.17,233.33,18.04,7.38,996.35,4.8668963596578474e-05
1980-03-29,5.27,318.68,20.08,4.52,758.71,4.8668963596578474e-05
1980-03-30,0.0,360.0,16.5,4.56,760.13,4.8668963596578474e-05
1980-03-31,0.0,486.27,21.0,2.41,530.16,4.8668963596578474e-05
1980-04-01,0.0,447.75,24.44,7.94,792.33,9.733792719315695e-05
1980-04-02,5.37,286.3,23.96,10.57,1180.35,4.8668963596578474e-05
1980-04-03,0.0,439.96,22.4,6.87,781.4,4.8668963596578474e-05
1980-04-04,0.0,476.33,19.96,3.05,582.12,4.8668963596578474e-05
1980-04-05,0.0,478.32,22.16,5.14,657.27,4.8668963596578474e-05
1980-04-06,0.0,495.99,28.71,10.0,839.0,4.8668963596578474e-05
1980-04-07,0.0,509.16,31.99,11.85,904.68,0.0
1980-04-08,0.0,550.54,29.41,6.0,587.57,0.0
1980-04-09,0.0,511.35,22.19,3.51,559.92,0.0
1980-04-10,0.0,508.77,26.51,7.49,705.4,4.8668963596578474e-05
1980-04-11,0.0,422.47,26.83,12.47,1100.55,4.8668963596578474e-05
1980-04-12,0.0,513.71,23.36,4.48,588.64,4.8668963596578474e-05
1980-04-13,0.0,253.32,11.98,4.7,856.34,4.8668963596578474e-05
1980-04-14,0.0,427.16,15.5,2.27,606.93,4.8668963596578474e-05
1980-04-15,0.0,549.22,24.56,3.25,501.74,4.8668963596578474e-05
1980-04-16,0.0,538.46,30.0,9.0,714.8,4.8668963596578474e-05
1980-04-17,0.0,511.01,29.0,10.22,811.74,4.8668963596578474e-05
1980-04-18,0.0,466.33,23.06,7.5,759.7,4.8668963596578474e-05
1980-04-19,0.0,518.54,25.5,6.67,650.25,4.8668963596578474e-05
1980-04-20,0.0,539.31,29.68,9.0,672.16,4.8668963596578474e-05
