Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,5.0,122.68,1.57,-3.17,484.46,2.601661519518679
1980-01-02,1.7,294.94,6.86,-7.23,353.14,2.3620348006156426
1980-01-03,0.0,307.63,8.18,-3.63,464.58,2.293570023786204
1980-01-04,15.71,163.46,0.17,-6.33,383.69,2.3278024122009233
1980-01-05,10.58,236.69,-0.85,-9.99,285.17,2.1908728585420456
1980-01-06,0.0,353.06,-0.46,-14.8,193.0,2.156640470127326
1980-01-07,4.36,301.63,5.41,-8.44,325.59,2.601661519518679
1980-01-08,5.13,207.08,7.26,-1.26,557.87,3.6970979487897013
1980-01-09,5.04,239.16,9.54,-0.96,571.76,3.3547740646425073
1980-01-10,0.0,185.34,1.93,-3.2,478.78,2.8070558500069955
1980-01-11,14.56,237.66,10.76,-0.06,607.79,8.523864715265145
1980-01-12,20.65,271.25,9.33,-5.31,412.29,5.922203195746467
1980-01-13,15.35,142.77,2.55,-2.52,509.44,4.142118998181055
1980-01-14,21.72,249.36,7.67,-3.63,469.85,6.606850964040856
1980-01-15,0.0,371.96,11.44,-5.06,423.34,4.587140047572408
1980-01-16,0.0,328.25,10.13,-1.41,552.26,3.970957056107457
1980-01-17,6.65,132.32,6.44,1.52,682.62,4.279048551839933
1980-01-18,18.96,79.38,5.72,2.95,758.17,9.003118153071219
1980-01-19,0.0,332.82,9.07,-2.78,500.65,5.3402525926962365
1980-01-20,0.0,316.07,7.42,-3.16,482.57,4.587140047572408
1980-01-21,0.0,259.04,4.35,-3.34,478.08,4.176351386595774
1980-01-22,24.61,101.22,6.1,2.54,736.66,6.7095481292850145
1980-01-23,23.28,294.63,3.43,-11.1,263.47,5.956435584161186
1980-01-24,0.0,400.64,6.84,-9.03,304.66,4.5186752707429685
1980-01-25,0.0,190.24,4.83,-0.2,600.0,4.313280940254652
1980-01-26,0.0,314.24,4.86,-3.94,461.91,4.039421832936896
1980-01-27,2.33,282.98,5.06,-3.47,478.09,3.8682598908632992
1980-01-28,0.0,205.12,1.96,-3.11,485.46,3.5944007835455434
1980-01-29,0.0,214.52,-1.42,-6.66,371.0,3.3547740646425073
1980-01-30,11.63,106.31,-6.52,-9.7,292.65,3.560168395130824
1980-01-31,15.77,297.37,-3.2,-15.21,192.11,4.655604824401847
1980-02-01,0.0,367.7,-10.29,-20.18,127.31,3.3890064530572266
1980-02-02,0.0,378.34,-7.76,-18.05,149.75,3.252076899398349
1980-02-03,0.0,385.07,-4.97,-15.76,179.53,3.0809149573247514
1980-02-04,0.0,343.31,-6.99,-15.64,181.51,2.909753015251154
1980-02-05,0.0,422.84,1.29,-11.88,240.0,2.738591073177557
1980-02-06,4.86,134.94,-3.25,-7.12,354.03,2.601661519518679
1980-02-07,3.85,179.99,-4.77,-10.06,280.0,2.498964354274521
1980-02-08,0.0,429.69,-1.33,-13.33,216.87,2.3962671890303624
1980-02-09,6.51,222.84,1.73,-4.78,429.99,2.53319674268924
1980-02-10,9.4,352.13,1.57,-13.97,212.1,2.498964354274521
1980-02-11,0.0,493.07,4.85,-16.01,176.55,2.3962671890303624
1980-02-12,0.0,424.98,0.1,-11.21,259.06,2.293570023786204
1980-02-13,0.0,476.89,2.04,-13.44,215.42,2.225105246956765
