Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,6.3,142.33,6.44,-0.09,604.37,1.6907960008567144
1980-01-02,0.78,251.49,5.93,-3.98,457.94,1.6314085380167058
1980-01-03,0.0,277.0,8.65,-3.22,476.53,1.5126336123366886
1980-01-04,9.86,201.44,9.33,-2.45,524.92,1.572021075176697
1980-01-05,6.44,120.56,3.1,-2.3,523.43,1.7921040257014347
1980-01-06,0.57,240.47,1.14,-8.23,340.55,1.5929813561790531
1980-01-07,9.29,233.11,5.7,-7.09,375.27,2.1728824639109012
1980-01-08,15.35,122.29,5.14,-0.19,601.24,4.1920562004711925
1980-01-09,0.74,183.23,6.83,0.59,630.53,3.042734125508674
1980-01-10,0.0,243.08,7.4,-1.89,534.8,2.6305152657956734
1980-01-11,0.0,285.5,10.39,-1.37,567.53,2.871558497322767
1980-01-12,23.01,231.11,10.43,-3.04,494.82,5.240070250588991
1980-01-13,8.36,152.26,5.04,-1.72,538.49,3.7029829770828866
1980-01-14,11.88,105.23,4.98,0.49,647.37,3.2698038363675304
1980-01-15,1.12,272.12,11.14,-1.25,573.36,2.7737438526451057
1980-01-16,0.0,297.52,12.09,-0.78,589.87,2.44187273677447
1980-01-17,4.31,235.1,14.76,2.15,738.45,2.2602169680873847
1980-01-18,20.46,100.14,11.06,7.31,1024.66,6.043547689012636
1980-01-19,12.24,261.95,14.35,-3.23,488.08,5.379805457271363
1980-01-20,0.0,326.25,14.25,-1.58,546.16,3.4235125637181403
1980-01-21,0.0,303.07,11.55,-0.85,573.93,2.74929019147569
1980-01-22,15.89,176.97,9.29,1.16,667.21,4.052320993788819
1980-01-23,31.21,206.88,6.83,-2.98,496.27,8.698516615977724
1980-01-24,0.0,279.77,3.77,-6.14,394.03,4.820864630541871
1980-01-25,0.0,314.26,9.68,-2.67,518.85,3.6331153737417003
1980-01-26,0.0,313.5,11.81,-1.1,582.69,2.9938268031698434
1980-01-27,0.0,250.07,10.32,2.04,715.36,2.606061604626258
1980-01-28,0.0,270.61,9.48,0.35,625.68,2.3300845714285714
1980-01-29,0.0,263.97,5.99,-2.62,506.62,2.0890413399014776
1980-01-30,0.08,202.06,-0.44,-6.4,384.08,1.9807465547226386
1980-01-31,17.66,187.1,0.37,-6.4,377.85,2.2392566870850286
1980-02-01,0.22,296.3,-3.97,-12.57,241.27,1.8549848687085027
1980-02-02,0.0,299.76,-6.41,-14.77,198.02,1.7327165628614263
1980-02-03,0.0,330.27,-2.37,-12.27,236.42,1.6733291000214177
1980-02-04,0.0,374.88,0.71,-11.73,251.54,1.6314085380167058
1980-02-05,0.0,383.79,1.66,-11.01,272.05,1.5510607941743413
1980-02-06,6.61,268.56,2.25,-8.35,327.06,1.572021075176697
1980-02-07,2.66,255.9,1.22,-7.14,356.64,1.495166711501392
1980-02-08,0.0,371.45,2.62,-8.59,319.77,1.4357792486613834
1980-02-09,9.85,186.5,2.58,-3.8,464.64,1.4742064304990359
1980-02-10,7.98,227.18,2.13,-5.87,401.79,1.5510607941743413
1980-02-11,0.0,429.07,2.78,-11.92,249.6,1.4357792486613834
1980-02-12,0.0,414.69,4.11,-9.48,302.66,1.4567395296637393
1980-02-13,0.0,438.83,4.24,-11.43,256.26,1.3589248849860782
1980-02-14,0.0,454.82,8.1,-10.01,288.26,1.397352066823731
1980-02-15,0.0,452.02,12.12,-5.72,404.96,1.5929813561790531
1980-02-16,17.11,301.46,11.55,-1.1,559.09,5.833944878989076
1980-02-17,0.0,420.1,3.49,-10.34,281.37,4.5413942171771255
1980-02-18,0.0,437.21,1.6,-13.06,230.55,2.896012158492182
1980-02-19,0.0,460.59,7.69,-9.17,311.78,2.4663263979438845
1980-02-20,1.72,369.9,9.45,-1.81,542.63,2.2602169680873847
1980-02-21,2.67,260.53,7.62,0.33,639.25,2.1728824639109012
1980-02-22,2.91,384.59,19.16,5.34,896.54,2.44187273677447
1980-02-23,0.0,433.52,21.87,5.2,887.47,2.375498513600342
1980-02-24,0.0,457.89,20.93,0.65,650.85,2.1728824639109012
1980-02-25,2.0,439.6,14.57,-2.1,528.34,2.0226671167273502
1980-02-26,1.0,470.92,6.82,-10.72,280.81,1.8549848687085027
1980-02-27,0.0,420.75,4.18,-8.74,323.49,1.7327165628614263
1980-02-28,0.0,425.67,13.51,-2.69,504.71,1.6733291000214177
1980-02-29,0.0,458.61,16.1,-3.22,487.46,1.6314085380167058
1980-03-01,0.0,359.93,5.32,-6.12,397.59,1.5510607941743413
1980-03-02,15.92,266.72,-2.42,-12.43,244.83,1.5335938933390445
1980-03-03,0.0,512.79,-0.06,-19.79,131.26,1.4357792486613834
1980-03-04,0.0,477.42,7.57,-9.33,295.78,1.397352066823731
1980-03-05,17.59,333.76,11.93,-2.87,512.42,2.944919480831013
1980-03-06,7.27,351.45,13.26,-1.01,575.19,3.2977508777040048
1980-03-07,0.0,463.38,16.68,0.65,638.71,2.798197513814521
1980-03-08,24.72,250.26,17.29,6.7,992.56,5.3448716556007705
1980-03-09,7.83,338.59,20.69,3.41,788.21,5.170202647247804
1980-03-10,0.0,466.71,17.49,-1.03,569.38,3.7029829770828866
1980-03-11,0.0,458.49,17.4,-0.71,581.23,2.9938268031698434
1980-03-12,0.0,298.06,7.52,-1.74,541.82,2.5361940012850717
1980-03-13,7.51,203.36,7.0,-1.14,580.35,2.679422588134504
