Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1988-10-01,0.0,301.76,21.5,6.91,709.97,7.473923323659691e-05
1988-10-02,0.0,259.88,19.12,7.12,806.79,0.0
1988-10-03,0.0,304.17,16.49,2.0,530.41,0.0
1988-10-04,0.0,286.93,10.51,-2.7,425.3,0.0
1988-10-05,0.0,198.33,11.36,2.82,726.06,0.0
1988-10-06,0.0,244.67,12.34,1.59,609.68,0.0
1988-10-07,0.0,353.12,18.46,-0.4,402.55,0.0
1988-10-08,0.0,379.33,23.34,-0.7,357.17,0.0
1988-10-09,0.0,334.94,23.5,5.06,581.06,0.0
1988-10-10,0.0,304.92,21.91,6.28,656.94,0.0
1988-10-11,0.0,363.21,20.86,-1.67,338.96,0.0
1988-10-12,0.0,360.03,24.04,0.36,374.53,0.0
1988-10-13,0.0,349.71,26.79,3.63,472.36,0.0
1988-10-14,0.0,334.3,27.99,6.25,581.91,0.0
1988-10-15,1.77,272.55,25.0,7.5,760.34,0.0
1988-10-16,1.86,209.94,20.98,8.49,984.19,0.0
1988-10-17,12.46,140.6,15.94,6.36,949.07,0.0
1988-10-18,0.0,255.53,13.0,-0.72,545.86,0.0
1988-10-19,0.0,201.87,12.84,2.48,722.55,0.0
1988-10-20,0.0,220.72,16.4,4.67,824.83,0.0
1988-10-21,0.0,291.77,18.49,0.51,547.09,0.0
1988-10-22,0.0,276.26,20.05,3.16,667.15,0.0
1988-10-23,0.0,273.42,17.48,0.98,591.74,0.0
1988-10-24,0.0,262.93,16.58,1.06,608.37,3.7369616618298455e-05
1988-10-25,0.0,255.62,14.99,0.17,581.35,7.473923323659691e-05
1988-10-26,0.0,305.68,19.23,-2.55,433.83,3.7369616618298455e-05
1988-10-27,0.0,292.44,17.72,-2.44,446.04,7.473923323659691e-05
1988-10-28,0.0,261.83,4.48,-11.49,241.47,7.473923323659691e-05
1988-10-29,0.0,230.15,7.69,-6.03,395.02,7.473923323659691e-05
1988-10-30,0.0,289.27,17.57,-4.28,397.27,3.7369616618298455e-05
1988-10-31,0.0,245.49,20.0,3.3,720.48,7.473923323659691e-05
1988-11-01,0.0,286.21,20.49,-2.86,424.32,7.473923323659691e-05
1988-11-02,0.0,264.44,22.27,1.92,562.56,7.473923323659691e-05
1988-11-03,0.0,249.17,20.32,2.0,514.99,7.473923323659691e-05
