Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,117.55,1.1,-2.94,492.44,1.1547197906163515
1980-01-02,0.0,91.0,-0.46,-3.48,470.03,0.9972580009868491
1980-01-03,1.86,89.82,-1.75,-4.7,439.89,0.9027809272091476
1980-01-04,0.0,197.8,-1.98,-9.25,300.98,0.7768114955055456
1980-01-05,2.8,140.19,-3.08,-8.95,309.27,0.6508420638019436
1980-01-06,0.0,270.72,-1.83,-15.01,195.1,0.47238536888850746
1980-01-07,2.39,250.36,1.68,-12.94,225.17,0.44614173728359036
1980-01-08,0.0,231.57,-0.34,-9.32,297.07,0.39365447407375626
1980-01-09,0.0,191.65,-4.24,-10.87,272.64,0.36741084246883915
1980-01-10,0.0,267.96,-1.15,-13.0,227.13,0.34116721086392204
1980-01-11,6.88,218.24,7.5,-9.7,289.46,1.1547197906163515
1980-01-12,12.07,223.73,8.22,-10.4,280.0,10.917350747645505
1980-01-13,1.87,245.46,-2.89,-13.97,200.0,6.928318743698109
1980-01-14,0.23,253.65,4.28,-5.45,411.73,1.9525261914058307
1980-01-15,0.0,159.08,4.03,-1.07,562.26,1.3804150224186384
1980-01-16,0.0,255.27,5.83,-3.87,450.63,1.3279277592088043
1980-01-17,0.0,243.39,9.52,0.49,628.83,1.2649430433570032
1980-01-18,7.58,179.24,8.33,-0.29,599.92,2.3881704760474545
1980-01-19,0.0,82.2,1.43,-0.92,573.07,2.0994905283933667
1980-01-20,0.0,126.72,0.41,-3.34,476.27,1.2649430433570032
1980-01-21,0.0,147.7,-0.56,-4.95,429.74,0.908029653530131
1980-01-22,0.0,183.72,1.45,-4.16,449.43,0.719075505974728
1980-01-23,2.35,227.47,0.41,-8.04,320.0,0.6350958848389934
1980-01-24,2.93,181.98,-6.78,-13.56,212.8,0.34116721086392204
1980-01-25,1.56,219.45,-7.49,-14.02,201.13,0.47238536888850746
1980-01-26,1.51,202.09,-3.44,-9.3,298.32,0.5668624426662089
1980-01-27,0.0,320.84,-3.35,-15.98,176.75,0.4198981056786733
1980-01-28,0.0,302.54,-2.09,-12.7,230.22,0.36741084246883915
1980-01-29,0.03,258.99,-5.65,-13.44,213.99,0.34116721086392204
1980-01-30,1.6,167.98,-6.87,-11.36,256.78,0.314923579259005
