Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,327.57,14.4,-2.17,520.0,0.008675187599726464
1980-01-02,0.0,320.87,17.65,1.45,679.49,0.008055531342603145
1980-01-03,0.0,287.16,16.48,3.44,795.12,0.008055531342603145
1980-01-04,0.0,329.59,12.29,-3.99,446.15,0.007642427171187599
1980-01-05,0.0,328.5,14.14,-2.1,520.0,0.007642427171187599
1980-01-06,0.0,308.22,15.9,1.5,679.97,0.007435875085479827
1980-01-07,0.0,355.45,19.6,-1.34,557.3,0.007435875085479827
1980-01-08,0.0,272.07,9.48,-1.76,536.27,0.007229322999772052
1980-01-09,0.0,284.98,11.04,-1.03,568.34,0.007435875085479827
1980-01-10,0.0,261.96,14.36,3.51,786.34,0.007642427171187599
1980-01-11,0.01,202.92,16.53,8.47,1117.73,0.007642427171187599
1980-01-12,0.0,284.98,14.74,2.62,740.69,0.007229322999772052
1980-01-13,0.0,332.03,18.26,2.17,720.0,0.007229322999772052
1980-01-14,0.0,359.0,24.77,3.66,789.3,0.007642427171187599
1980-01-15,0.0,333.78,25.12,7.78,1061.97,0.007642427171187599
1980-01-16,0.48,271.09,22.11,10.37,1269.22,0.007848979256895372
1980-01-17,0.0,324.07,19.72,4.74,858.94,0.007435875085479827
1980-01-18,0.0,345.74,20.5,3.43,794.14,0.007435875085479827
1980-01-19,0.0,319.28,21.84,7.2,1016.32,0.007642427171187599
1980-01-20,6.69,159.17,15.85,7.81,1065.13,0.061965625712331884
1980-01-21,10.56,119.72,9.54,3.92,810.13,0.0351138545703214
1980-01-22,30.42,94.84,8.04,3.74,798.48,0.026851771142010483
1980-01-23,1.36,305.88,11.48,-2.15,524.33,0.026851771142010483
1980-01-24,0.0,362.73,16.78,-0.25,600.0,0.026851771142010483
1980-01-25,0.0,330.57,18.55,4.37,829.81,0.015904510599498517
1980-01-26,0.0,333.69,16.67,2.64,731.3,0.012393125142466377
1980-01-27,0.0,305.02,8.99,-2.55,508.05,0.010121052199680876
1980-01-28,0.0,107.98,1.8,-1.56,545.24,0.009294843856849783
1980-01-29,0.97,93.45,0.98,-1.81,536.5,0.008675187599726464
1980-01-30,1.1,218.27,5.32,-2.02,527.61,0.008262083428310918
1980-01-31,0.0,303.37,6.28,-4.47,440.77,0.007229322999772052
1980-02-01,0.0,286.3,2.72,-6.87,366.22,0.006816218828356506
1980-02-02,0.0,302.57,8.17,-2.2,520.0,0.006816218828356506
1980-02-03,0.0,385.21,14.31,-1.75,540.49,0.006403114656940961
1980-02-04,0.0,389.67,18.0,1.16,666.27,0.006403114656940961
1980-02-05,0.0,361.55,18.13,3.96,811.65,0.006403114656940961
1980-02-06,0.0,409.17,17.26,-1.0,560.06,0.006196562571233188
1980-02-07,0.0,353.51,15.41,2.42,719.11,0.006196562571233188
1980-02-08,15.6,210.29,11.29,2.29,722.86,0.010327604285388647
1980-02-09,12.09,168.82,3.07,-3.55,468.78,0.01115381262821974
1980-02-10,0.0,301.45,2.43,-6.84,360.03,0.010327604285388647
1980-02-11,0.0,379.91,8.83,-4.51,440.0,0.010121052199680876
1980-02-12,0.0,376.79,12.13,-1.0,560.0,0.009501395942557556
1980-02-13,0.0,387.09,14.34,0.75,635.71,0.00908829177114201
1980-02-14,0.0,387.25,18.99,5.05,877.03,0.008675187599726464
1980-02-15,0.0,372.57,23.93,10.34,1267.44,0.008262083428310918
1980-02-16,1.74,423.42,24.43,-3.08,486.88,0.007848979256895372
1980-02-17,0.0,302.62,1.9,-6.71,367.06,0.007229322999772052
1980-02-18,0.0,378.17,8.44,-3.47,468.13,0.006816218828356506
1980-02-19,0.0,438.83,20.36,2.5,719.97,0.006816218828356506
1980-02-20,0.0,448.68,29.67,7.32,981.36,0.006403114656940961
1980-02-21,0.0,427.9,28.63,9.36,1148.78,0.006403114656940961
1980-02-22,0.0,436.87,26.82,7.34,1001.03,0.0059900104855254155
1980-02-23,0.0,445.03,26.41,6.36,911.24,0.0059900104855254155
1980-02-24,0.0,399.15,17.65,3.19,775.07,0.0059900104855254155
1980-02-25,0.0,448.99,17.44,-0.81,575.47,0.005783458399817642
1980-02-26,0.0,464.64,17.66,-2.17,499.19,0.005370354228402097
1980-02-27,0.0,465.44,21.15,0.4,581.34,0.005370354228402097
1980-02-28,0.0,460.02,26.16,4.73,767.23,0.005370354228402097
1980-02-29,0.0,423.15,27.32,9.03,1053.67,0.00557690631410987
1980-03-01,0.0,507.34,22.91,-6.1,347.15,0.005370354228402097
1980-03-02,0.0,387.86,2.38,-11.77,250.91,0.004957250056986551
1980-03-03,0.0,430.05,9.85,-7.23,359.72,0.005163802142694324
1980-03-04,0.0,441.0,21.18,2.34,679.19,0.005370354228402097
1980-03-05,0.0,499.29,26.13,0.0,529.1,0.005370354228402097
1980-03-06,0.0,460.75,18.67,-1.49,512.57,0.004750697971278778
1980-03-07,0.0,430.65,26.46,7.85,957.7,0.005163802142694324
1980-03-08,0.0,352.52,25.59,11.62,1325.11,0.005370354228402097
1980-03-09,0.0,425.19,19.79,2.6,636.82,0.005163802142694324
1980-03-10,0.0,436.9,25.38,6.98,696.61,0.005370354228402097
1980-03-11,0.0,413.71,25.77,8.72,807.73,0.00557690631410987
1980-03-12,4.85,275.1,23.5,9.02,1039.6,0.006196562571233188
1980-03-13,0.0,443.57,25.52,6.7,702.37,0.00557690631410987
1980-03-14,0.0,381.5,19.11,4.5,694.48,0.004957250056986551
1980-03-15,0.0,344.88,21.47,8.5,936.48,0.005370354228402097
1980-03-16,0.0,291.25,23.59,12.73,1315.23,0.006816218828356506
1980-03-17,0.0,410.05,22.38,6.71,751.64,0.006196562571233188
1980-03-18,0.0,469.86,15.96,-2.97,376.37,0.005163802142694324
1980-03-19,0.0,423.65,19.52,3.25,594.82,0.005163802142694324
1980-03-20,0.0,335.36,22.97,10.74,1082.26,0.005163802142694324
1980-03-21,0.0,501.33,23.35,1.93,464.43,0.004544145885571005
1980-03-22,0.0,459.54,22.0,4.01,576.75,0.004544145885571005
1980-03-23,1.27,390.14,24.48,10.13,944.98,0.004750697971278778
1980-03-24,0.04,478.18,23.95,4.98,592.16,0.004337593799863232
1980-03-25,0.27,351.54,17.74,5.68,787.79,0.004337593799863232
1980-03-26,2.08,234.31,15.11,6.6,952.99,0.004957250056986551
1980-03-27,11.96,125.91,15.98,10.77,1301.34,0.01115381262821974
1980-03-28,29.38,258.25,19.5,8.2,1082.02,0.01404554182812856
1980-03-29,1.13,435.29,24.41,7.86,950.32,0.010947260542511964
1980-03-30,0.0,436.93,19.31,4.5,779.92,0.008675187599726464
1980-03-31,0.0,466.26,22.51,6.33,839.63,0.008675187599726464
1980-04-01,0.0,396.52,22.84,9.94,1139.5,0.008881739685434237
1980-04-02,0.0,295.93,23.79,14.56,1631.79,0.00846863551401869
1980-04-03,0.12,409.93,25.79,12.31,1290.04,0.007848979256895372
1980-04-04,0.0,499.59,23.15,6.03,790.86,0.00702277091406428
1980-04-05,0.0,439.21,21.18,7.58,940.84,0.006403114656940961
1980-04-06,0.0,485.88,25.65,9.44,985.9,0.006196562571233188
1980-04-07,0.0,501.67,31.54,13.34,1207.97,0.006196562571233188
1980-04-08,0.0,577.34,31.99,6.35,696.9,0.006196562571233188
1980-04-09,0.0,537.94,23.29,3.94,653.68,0.00557690631410987
1980-04-10,0.0,511.98,26.24,8.36,883.1,0.00557690631410987
1980-04-11,0.0,414.97,27.99,14.7,1465.46,0.005783458399817642
1980-04-12,0.0,553.73,26.62,5.74,706.83,0.006403114656940961
1980-04-13,21.68,241.43,9.85,1.16,663.55,0.011566916799635283
1980-04-14,14.67,335.42,14.34,1.13,655.15,0.013838989742420787
1980-04-15,0.0,558.05,23.69,2.81,664.86,0.011773468885343058
1980-04-16,0.0,537.72,27.94,7.94,928.19,0.010121052199680876
1980-04-17,0.0,499.91,28.5,11.0,1170.75,0.008881739685434237
1980-04-18,0.0,506.53,25.83,8.42,994.93,0.008055531342603145
1980-04-19,0.0,513.72,24.71,6.93,899.35,0.007642427171187599
1980-04-20,0.0,515.72,26.88,8.88,990.5,0.007435875085479827
1980-04-21,0.0,509.48,27.99,10.32,1053.51,0.00702277091406428
1980-04-22,0.0,501.95,26.81,10.0,921.64,0.006816218828356506
1980-04-23,0.0,457.52,27.21,12.63,1145.09,0.006609666742648734
1980-04-24,0.0,429.7,28.07,14.52,1331.28,0.00702277091406428
1980-04-25,12.86,315.45,26.73,13.96,1482.93,0.008055531342603145
1980-04-26,0.0,473.58,24.91,9.49,980.34,0.00702277091406428
1980-04-27,0.0,457.27,21.16,6.79,851.59,0.006403114656940961
1980-04-28,0.0,524.42,25.15,7.01,779.23,0.006403114656940961
1980-04-29,0.0,531.84,29.05,9.84,902.98,0.006196562571233188
