basin,nse_1day(s),nse_2day(s),nse_3day(s),nse_4day(s),nse_5day(s),nse_6day(s),nse_7day(s),nse_all
01/01013500,0.006098107434809208,0.013567774556577206,0.021472346037626266,0.03068426065146923,0.04065125063061714,0.050683531910181046,0.06182822585105896,0.03214435651898384
01/01022500,0.03941604867577553,0.08573681116104126,0.10263243317604065,0.10839539766311646,0.112980417907238,0.12238152325153351,0.13281096518039703,0.10062432289123535
01/01030500,0.005878495052456856,0.0200479906052351,0.037630099803209305,0.056390661746263504,0.07010362297296524,0.08120938390493393,0.08798887580633163,0.05132637172937393
01/01031500,0.0659850463271141,0.10205904394388199,0.10592976212501526,0.10898897796869278,0.11277223378419876,0.12126654386520386,0.14031298458576202,0.1081889420747757
01/01047000,0.0900825783610344,0.12685446441173553,0.13273955881595612,0.14020560681819916,0.14332881569862366,0.14857597649097443,0.1758556216955185,0.136809304356575
01/01052500,0.09650710225105286,0.15157942473888397,0.1733524650335312,0.1845635026693344,0.19778555631637573,0.2026796191930771,0.21043424308300018,0.1738460510969162
01/01054200,0.29940178990364075,0.31734710931777954,0.3409482538700104,0.33570411801338196,0.32184210419654846,0.3200891315937042,0.4070717990398407,0.33462899923324585
01/01055000,0.19836567342281342,0.223000630736351,0.23038147389888763,0.2412785291671753,0.24559828639030457,0.2522610127925873,0.3037235140800476,0.24208801984786987
01/01057000,0.07880125939846039,0.1056034192442894,0.1199125200510025,0.13079868257045746,0.13454852998256683,0.1428207904100418,0.16368776559829712,0.12517037987709045
01/01073000,0.1566915661096573,0.17765066027641296,0.18328692018985748,0.18571388721466064,0.19459953904151917,0.20771734416484833,0.19560463726520538,0.18589618802070618
01/01078000,0.06552383303642273,0.10632117837667465,0.1307368129491806,0.14109738171100616,0.14662501215934753,0.15352021157741547,0.17089352011680603,0.13061566650867462
01/01118300,0.18486376106739044,0.19880694150924683,0.21105986833572388,0.22383740544319153,0.22302336990833282,0.23873792588710785,0.2537476718425751,0.21915917098522186
01/01121000,0.17613336443901062,0.18998654186725616,0.20102070271968842,0.19870077073574066,0.20899459719657898,0.21468585729599,0.2361910492181778,0.2036762237548828
01/01123000,0.159445121884346,0.18334299325942993,0.19491198658943176,0.19847732782363892,0.20370012521743774,0.215519517660141,0.2097390741109848,0.19502043724060059
01/01134500,0.10600848495960236,0.16057486832141876,0.17802903056144714,0.18974120914936066,0.20379124581813812,0.2230936586856842,0.23848748207092285,0.18567201495170593
