basin,nse_1day(s),nse_2day(s),nse_3day(s),nse_4day(s),nse_5day(s),nse_6day(s),nse_7day(s),nse_all
15/09386900,0.26640546321868896,0.4373336434364319,0.5672810673713684,0.6781660914421082,0.8115003108978271,0.8860127329826355,0.9016175270080566,0.6497595310211182
15/09404450,0.19388045370578766,0.2545177936553955,0.30652064085006714,0.33039557933807373,0.34754249453544617,0.3585740327835083,0.36814913153648376,0.3085120618343353
15/09430500,0.37154147028923035,0.500034749507904,0.5089703798294067,0.4947398900985718,0.4958362281322479,0.5472565293312073,0.5955530405044556,0.5019904971122742
15/09430600,0.781938374042511,0.8260163068771362,0.8276180624961853,0.8327337503433228,0.8166862726211548,0.8252277374267578,0.8378168940544128,0.8211482167243958
15/09447800,0.7922804951667786,1.006020188331604,1.0905698537826538,1.2872556447982788,1.3970155715942383,1.363193154335022,1.130726933479309,1.1524381637573242
15/09480000,0.8963836431503296,0.9255198240280151,0.9214468002319336,0.933829128742218,0.9416309595108032,0.9503416419029236,0.9537791013717651,0.9318472743034363
15/09484000,0.5680704116821289,0.7381035685539246,0.7805052995681763,0.7930395603179932,0.8043219447135925,0.8202900886535645,0.8520843386650085,0.7652015089988708
15/09484600,0.9123981595039368,0.9142166972160339,0.9142463207244873,0.9116895794868469,0.9285255074501038,0.9415395855903625,0.9380995035171509,0.9229593276977539
15/09492400,0.04234321787953377,0.07017575204372406,0.09637758135795593,0.1252329796552658,0.12781968712806702,0.13978195190429688,0.1312936544418335,0.10471682995557785
15/09494000,0.19437545537948608,0.23837700486183167,0.2492079734802246,0.2798726558685303,0.3196982443332672,0.30515098571777344,0.2848657965660095,0.2673642933368683
15/09497800,0.4213581085205078,0.39696499705314636,0.3988189697265625,0.4009145200252533,0.4026361107826233,0.3872753381729126,0.33006584644317627,0.3911474645137787
15/09497980,0.3980628550052643,0.47065553069114685,0.4619331359863281,0.4726397693157196,0.4734257161617279,0.49680718779563904,0.4889281690120697,0.4660646617412567
15/09505200,0.4064440429210663,0.520815908908844,0.5887341499328613,0.6303079724311829,0.6469240784645081,0.6477184295654297,0.6146489977836609,0.5793707370758057
