basin_id,elev_mean,slope_mean,area,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,carbonate_rocks_frac,geol_permeability,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff
01022500,92.68,17.79072,573.6,3.60812594113621,2.11925594798084,0.587356423405076,-0.114529586491395,0.245259009248271,20.55,1.20527859237537,233.65,3.66222570532915,0,-14.2138,17.4128078817734,1.49184551626462,0.415905486478906,2.37500506296918,0.62622887793281,59.3901561620653,28.0809367005555,12.0376458109105,0.9232,4.87139243857226,3.74669161645587,0.863935769102455,0.337712461949305
01031500,247.8,29.56035,769.05,3.5229568788501,2.07132369609856,0.587950340389816,0.104090599122482,0.291836473001958,18.9,1.14893617021277,227.35,3.47364400305577,0.0262579789051996,-14.841,7.25255704169945,1.27904687474352,0.450235950413386,1.37329168013829,0.559122720432494,35.2690304364436,50.8412317295135,12.6541253158485,0.9548,4.90325937325786,3.99084340642749,0.870668492047483,0.398619402379116
01047000,310.38,49.92122,909.1,3.32314579055441,2.09002387405886,0.628929335570973,0.147775613761867,0.280118126940736,20.1,1.16521739130435,235.9,3.69170579029734,0,-14.4819,5.35965494359655,1.39277854918445,0.422748958879878,2.61515428326266,0.561180826371744,55.1631334746983,34.1854433554704,10.3036221035119,0.9906,5.08681076518099,4.30097838703039,0.891382765097595,0.445473208395092
01052500,615.7,60.05183,383.82,3.73085831622177,2.09642323066393,0.561914458543945,0.152096802769543,0.352698254049326,13.5,1.12970711297071,193.5,2.89670658682635,0,-15.1658,1.30134932533733,1.49480743438006,0.452325651168738,1.26299537359136,0.615537987322707,30.5576662241128,52.614646019841,11.1433260057998,1,4.80082996154371,4.12431270006247,0.880034058274384,0.477327929873011
01055000,423.12,72.81304,250.64,3.49418343600274,2.09323529089665,0.599062793707035,0.167229040772146,0.306048851694867,19.15,1.16768292682927,224.85,3.3786626596544,0,-14.3578,2.12705882352941,1.36965658300731,0.424025868403635,2.55000125852732,0.547020626891466,53.8620110912704,34.7344920848497,10.34632346892,0.9916,5.03003298656618,4.31922587040795,0.886163454154676,0.471431451538885
01057000,215.59,32.68445,190.92,3.57049965776865,2.13274377823409,0.597323619284961,0.07913684920672,0.251157672769098,20.35,1.16954022988506,239.3,3.74784651527016,0.0774334159306445,-13.9903,3.75914634146341,1.50000001490116,0.404117932867977,4.0303923324274,0.61710021345834,69.0067380924153,22.9432923791566,7.81756497511796,0.9415,5.36294869870711,4.58707712668376,0.905510480513665,0.458742009036353
01073000,37.67,4.75043,31.3,3.50302532511978,2.20761571526352,0.63020261356176,0.0303700126107958,0.17503243505174,20.85,1.22647058823529,249,4.01612903225806,0,-14.1,19.9090909090909,1.30561961742887,0.416396539872731,2.94867050569366,0.510061723029111,56.5709613142528,29.1550562566009,9.96726611619389,0.9008,4.94394974332569,4.03508797625448,0.841420652113803,0.37914418264828
01078000,346.92,49.77182,222.46,3.56288843258042,2.18414457221081,0.613026372714384,0.110482096549246,0.23971852199071,21.45,1.17213114754098,234.5,3.61603700848111,0,-14.1061,3.63978494623656,1.50000001490116,0.403892619500314,4.0254007653273,0.618975202618634,69.1574064409555,22.8062778913522,7.84827933386679,0.9873,5.39168713701902,4.50529877309333,0.898650642821055,0.424911376148534
01123000,120.1,17.14893,77.85,3.82424229979466,2.30633352498289,0.603082478614581,-0.00119003057174594,0.136053399026134,21.15,1.2332361516035,241.1,3.8793242156074,0,-14.1,9.08510638297872,1.50000001490116,0.417122770109298,3.07945953569362,0.533849747401982,52.7468947865066,27.5346380783073,8.68936820600364,0.9141,5.40309665265931,4.80614370212756,0.907407231069,0.506890047828686
01137500,784.85,110.13062,228.55,3.9841916495551,2.14404598220397,0.538138265121706,0.171647707579182,0.301814975818189,15.5,1.28099173553719,204.35,2.98975859546452,0,-14.1,1.56109725685786,1.19808425077142,0.41981868228738,2.77768953233952,0.475731838881894,53.8005834166379,30.3262443819897,8.72807855091376,0.9972,4.54146770171728,3.65822260825394,0.865791461025645,0.393542620689147
01139800,518.15,40.99895,22.8,3.30351540041068,2.12718533880903,0.643915671936808,0.225579083207184,0.26232897318021,19.45,1.16467065868263,225.55,3.27834302325581,1,-11.8,2.51063829787234,1.23022325518943,0.435806652503648,1.93625536162757,0.517910738674274,45.3148045496031,41.8210439830344,13.0981757727454,1,5.21312584249278,4.6331221706214,0.899032855945141,0.526026715530708
01142500,346.62,46.92575,82.17,3.31467077344285,2.1470467761807,0.647740582076158,0.174619920121052,0.252307890542821,19.8,1.12820512820513,224.75,3.20613409415121,0.764501415297893,-12.5655,2.8768115942029,1.45600442402445,0.438020360313839,1.77864292598041,0.622479307038718,43.4065961376093,41.9285813681314,14.4385761371773,0.9799,4.88629199056056,4.23705313650813,0.884819536772351,0.493403982095888
01144000,459.8,60.29261,1790.24,3.42085968514716,2.15774034223135,0.630759674709817,0.191150163759349,0.248466348504845,19.05,1.13392857142857,225.15,3.3159057437408,0.323706719607693,-13.3802,2.10679945054945,1.34878670352828,0.436028932200058,1.87662441419059,0.566679605826184,44.9595193026269,41.2575310065033,13.0823952320539,0.9813,5.16403445079923,4.4950812735625,0.89722156778609,0.492946826571639
01169000,374.89,49.54362,230.64,3.92116632443532,2.25251653661875,0.574450648160949,0.0638282505914665,0.238972605896079,19.6,1.1264367816092,228.15,3.44117647058824,0.0196918654097801,-14.2609,3.9556135770235,1.20318189296772,0.439941194635489,1.70345681026531,0.513362707322232,42.5077621045419,40.6433265918778,12.6967112866506,0.997,5.37812605705176,4.60685021277002,0.904142372090899,0.455684479740557
01170100,325.71,49.33091,106.99,3.89458179329227,2.24278746064339,0.575873759926214,0.0655190976178011,0.234653735405934,19.95,1.10833333333333,226.35,3.37332339791356,0.318774098466062,-13.7095,3.65405405405405,1.1863253778226,0.43189476826117,2.04282577541153,0.491742643763756,48.4324114961631,40.004751559681,11.7059659845364,0.997,5.38406386884322,4.61993664669675,0.899812262509083,0.456794566142046
01181000,417.93,33.2844,243.5,3.81502395619439,2.26609874058864,0.593993318681319,0.0919323135470982,0.217563041040592,20.4,1.15909090909091,231.1,3.45440956651719,0.00299517599801272,-14.1061,5.0275,1.18501607751816,0.432354819710337,2.03948284842183,0.484301321909227,47.7674734047311,38.6863126794534,12.1801164532453,0.9944,5.38599001070863,4.70324312649302,0.903143492986125,0.481896140790201
01187300,309.1,38.2676,53.92,3.95060780287474,2.28059778234086,0.57727769906224,0.0873629542971678,0.201269335695146,21.15,1.18156424581006,236.55,3.60869565217391,0,-14.8804,6.95652173913043,1.23968151629574,0.433983213617274,1.85886176732004,0.507236027765098,47.0129917291682,32.157305048997,11.5090219656956,0.9932,5.39719898479503,4.53536437201846,0.89126356656757,0.414442437904963
01195100,19.17,7.9307,14.84,3.68248186173854,2.35399319644079,0.639240948040801,-0.00227965200401194,0.106042892091717,22.6,1.28045325779037,252.8,4.18889809444905,0,-14.1,14.44,1.50000001490116,0.417038234574375,3.0900793195436,0.594507696990349,58.8884757244372,30.5780815883707,9.53958967014134,0.9171,5.46957947079099,4.8314648117427,0.907067964556654,0.497049296576576
04296000,390.99,40.51472,302.19,3.61529500342231,2.19077229295003,0.605973313623426,0.202147030473631,0.273317826422307,13.65,1.20796460176991,185.9,2.78919729932483,0.664550340287313,-12.7163,4.46954813359528,1.45667574021637,0.431786192366571,2.1022394628551,0.61859103445485,48.4137054756802,39.252057851134,12.0712050215195,1,4.60454466563404,3.94172213236666,0.872335954463139,0.472500209363317
01333000,485.91,74.78725,112.16,3.7046392881588,2.21271838466804,0.597283085492449,0.146314738839023,0.222244968016498,19,1.21019108280255,227.9,3.40912490650711,0.312362723516054,-13.3765,2.83783783783784,0.894269489171616,0.445119707829219,1.54210093538668,0.38436597504398,38.4417293349591,47.1665154432056,14.3055040949683,0.9844,5.01056216819435,4.42414719479339,0.894909590269828,0.519146670417232
01350000,612.78,88.25169,612.51,3.86979603011636,2.24600206707734,0.580392881071257,0.111819706171743,0.231159657658639,20.4,1.17241379310345,235.9,3.52879581151832,0,-15.2049,1.92408906882591,1.05607186551288,0.453190113888719,1.26525933844397,0.453996986854359,33.1546808168961,43.3005343633103,12.7844306791627,0.9966,5.05258398023143,4.3382137352647,0.886759764833532,0.465373102060762
01350080,587.35,60.00338,83.84,3.49282546201232,2.23903277207392,0.641037691812962,0.145064802029245,0.221156578322867,20,1.16618075801749,235.75,3.46946284032377,0,-15.3774,3.05479452054795,1.21108118793857,0.451886962988956,1.26809749886418,0.5249551074416,33.3490780009397,46.2228436862097,13.8088437731453,0.994,5.01333725823479,4.14440211573058,0.87752431145346,0.429201486738433
01365000,465.17,51.87268,99.57,4.21143600273785,2.30295430527036,0.546833503767649,0.122173899478694,0.202270211093681,19.4,1.17220543806647,230.15,3.42230483271375,0,-15.2,0.964705882352941,0.692277988322943,0.462963030505816,1.07409636006957,0.301407515487809,26.2184820413834,41.9243101559479,12.9911486362669,1,5.24005393494721,4.63272668282463,0.902036826613734,0.502087051918074
01411300,15.25,2.0326,79.32,3.17544969199179,2.53494392881588,0.79829446997973,0.0485622074537191,0.0480948550351646,22.85,1.33625730994152,261.7,4.68157423971377,0,-13,49.296,1.50000001490116,0.407869629938718,3.45990172679118,0.365409198993404,39.6893379738633,14.098555207482,5.83761594616758,0.8487,5.35399905495326,4.57430286657307,0.893805807629852,0.440481795904903
01413500,724.51,69.6517,424.1,3.83254620123203,2.23476543463381,0.583102020770268,0.146606145385192,0.216908033968228,18.7,1.15432098765432,224.6,3.19034090909091,0,-15.1998,1.49425287356322,0.917915249115319,0.454590907762303,1.2408324647136,0.395298196816571,31.4215726045375,47.2242721157001,14.1256611392939,0.9974,4.86205556802992,4.30875303638552,0.882832410627065,0.523567906976013
01414500,775.58,59.57585,64.45,3.97997125256674,2.22974611909651,0.560241764977201,0.154116607149121,0.216628505016047,19.35,1.16216216216216,223.8,3.15211267605634,0,-15.2,1.06363636363636,0.723805924691823,0.462187414140568,1.08907888112542,0.297565968789025,25.0559054256042,43.3798112746432,12.7716159765733,1,5.08983865346723,4.55250318020597,0.888611918388662,0.524892152234921
01415000,604.34,64.53263,85.63,3.77312251882272,2.23751144421629,0.593013196113873,0.147821520346755,0.213452184948768,18.3,1.18064516129032,215.55,3.06832740213523,0,-15.2,2.18181818181818,0.951826103437195,0.454943729173399,1.24856897898356,0.423285871174991,31.3006284598339,52.434892984214,15.1604821990173,1,4.76484873051693,4.2208349203212,0.876677800872398,0.522300697654966
01423000,593.67,49.86765,859.68,3.70376043805613,2.22675995893224,0.601215979319906,0.142460684938053,0.217830297712483,15.95,1.16,211.35,3.00640113798009,0,-15.1997,2.43556515478762,1.0759454637435,0.449091906930583,1.37653351139759,0.467035521032611,35.5486953158498,49.4680650316953,14.6728262727242,0.9854,4.3277191743789,3.79857578248262,0.859112741467978,0.525288841248747
01434025,729.33,59.4071,9.7,4.43700205338809,2.27243437371663,0.512155357688285,0.134901264841231,0.23781373120698,19.15,1.17846153846154,224.8,3.21602288984263,0,-15.2,0.833333333333333,0.666170913370351,0.464777927460025,1.04391585257904,0.28944233812127,25.0755053553349,40.2441832503386,12.4725809064824,1,5.14314734778216,4.64948301316971,0.894837677320544,0.541983526522803
01435000,560.05,54.94492,172.46,4.31765366187543,2.29707295003422,0.532018806954623,0.134640859394044,0.223616269388589,19.5,1.16766467065868,226.65,3.28955007256894,0,-15.1995,1.12,0.738995256754289,0.459799234474444,1.1308873424512,0.321615575770031,28.2503429567802,44.204076546489,13.7439960187237,1,5.20312035942056,4.64476553190449,0.898253635936545,0.519754010376718
01439500,307.06,22.25987,305.88,3.68325804243669,2.34455796030116,0.636544584519553,0.117754852021999,0.163765228832016,20,1.19402985074627,235.75,3.59649122807018,0,-15.2772,3.07377049180328,1.50000001490116,0.441740259463183,1.65909531174015,0.631275353555236,40.9731798682243,45.3415153212446,13.7238516863213,0.997,5.1738784167396,4.65243877031221,0.890052775033654,0.5330223434058
01440000,234.2,28.80165,167.72,3.5498932238193,2.34301589322382,0.660024329042491,0.107574487206617,0.147767408338048,20.3,1.23780487804878,242,3.92857142857143,0.149521985010988,-14.227,4.18613138686131,1.50000001490116,0.440099538005506,1.74997097030389,0.501852732005825,32.9532540327668,33.6672494800395,11.1405471833899,0.908,5.28324889159735,4.75770179280648,0.896403758943618,0.53491092682513
01440400,334.06,26.46515,175.21,3.75335112936345,2.33639033538672,0.622481152138559,0.115866620943282,0.172223371092882,20.4,1.17919075144509,234.9,3.55639666919001,0,-14.8732,2.48763250883392,1.50000001490116,0.447587579700718,1.44554790043151,0.642701613814475,36.5670824997405,48.6947465142629,14.8301706747292,0.9933,5.20499563465734,4.65007326477274,0.895056491515068,0.516361698143304
01451800,180.41,14.8941,135.84,3.50320739219713,2.41885085557837,0.690467501571846,0.106707705141109,0.128362665991427,23.8,1.23316062176166,254.25,4.18863261943987,0.00281192966816722,-16.2182,1.03703703703704,0.82783323943802,0.452859000023168,1.24302158650922,0.361222122383353,32.1286624462733,50.37412196724,17.6170251435716,0.4915,2.05526000240721,1.71828991717763,0.69131267830246,0.421700868558926
01484100,17.97,1.03721,9.0,3.32127310061602,2.60261437371663,0.783619502182434,0.086186780114633,0.042571686471381,23.45,1.20876288659794,256.9,4.3616298811545,0,-13,49.5555555555556,1.50000001490116,0.405855753059644,3.20092294927434,0.539998858367611,58.6916470907489,14.6470051173944,13.8666360251278,0.3605,2.1008648733162,1.62374975289874,0.706892873118885,0.355527723638529
01491000,18.54,1.41948,292.04,3.30507597535934,2.59245613963039,0.784386246778647,0.0812091871751497,0.0500257211233794,21.85,1.21388888888889,255.55,4.37585616438356,0,-12.4235,48.5290178571429,1.50000001490116,0.42075642774922,2.5208572331706,0.351414916455418,33.0029440498544,16.8047111849215,8.06563265787602,0.2319,2.71163850102191,2.27644856574434,0.758678996356175,0.425617873070671
