Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,164.29,2.94,-2.8,497.57,0.7730898540691498
1980-01-02,0.0,105.09,0.13,-3.44,480.0,0.6543997104983675
1980-01-03,0.0,89.77,1.0,-1.98,528.68,0.5677879841088778
1980-01-04,5.15,80.39,0.84,-2.81,499.71,0.5292938834913267
1980-01-05,0.94,128.65,-1.29,-6.03,388.08,0.5068389914644219
1980-01-06,0.0,212.09,-0.49,-8.46,320.0,0.45551352397435385
1980-01-07,1.15,244.64,4.25,-5.52,409.8,0.47155273256500013
1980-01-08,0.0,198.17,-0.75,-7.66,344.87,0.5613723006726192
1980-01-09,0.0,215.91,1.13,-6.62,360.06,0.48438409943751715
1980-01-10,0.0,265.41,5.05,-6.19,385.28,0.41381158163867354
1980-01-11,32.27,204.41,12.84,-0.75,579.31,17.835599952798642
1980-01-12,0.0,284.7,7.4,-7.24,352.04,15.975051756283676
1980-01-13,0.0,250.2,4.48,-5.57,400.0,3.034618265350273
1980-01-14,2.02,203.31,7.13,-0.29,598.97,1.9567834480588442
1980-01-15,0.0,250.13,8.55,-1.63,549.75,1.712987477481021
1980-01-16,0.32,212.17,10.73,2.87,749.6,1.395411147386225
1980-01-17,1.85,188.28,12.41,5.34,896.65,1.2125641694528575
1980-01-18,0.0,264.29,9.53,-1.47,553.82,1.081042659009558
1980-01-19,0.0,269.52,6.13,-4.89,439.64,0.9110270479487077
1980-01-20,0.0,174.7,4.74,-0.97,562.19,0.7506349620422451
1980-01-21,0.0,280.28,3.95,-7.53,353.75,0.647984027062109
1980-01-22,0.0,201.08,4.36,-2.27,520.0,0.6062820847264287
1980-01-23,0.0,288.1,3.49,-8.29,322.04,0.5677879841088778
1980-01-24,0.68,323.63,1.62,-11.26,258.79,0.5004233080281634
1980-01-25,3.19,209.67,7.85,-2.96,492.41,0.5132546749006804
1980-01-26,0.0,281.05,6.82,-3.92,456.36,0.5774115092632655
1980-01-27,0.0,229.48,3.68,-3.78,457.87,0.622321293317075
1980-01-28,0.0,277.51,2.84,-7.08,355.88,0.5164625166188097
1980-01-29,0.0,208.44,-3.91,-10.19,280.2,0.420227265074932
1980-01-30,4.82,158.54,-4.86,-10.41,280.0,0.34323906383983005
1980-01-31,5.33,190.23,-5.45,-12.27,240.14,0.32078417181292523
1980-02-01,0.0,353.12,-4.3,-16.48,160.0,0.2887057546316327
1980-02-02,0.0,380.39,-3.09,-18.9,127.76,0.2758743877591157
1980-02-03,0.0,369.34,-2.42,-16.56,160.0,0.2566273374503402
1980-02-04,0.0,379.32,-2.1,-17.67,160.0,0.2502116540140817
1980-02-05,0.05,364.98,-1.55,-15.25,198.79,0.2437959705778232
1980-02-06,3.88,191.97,0.19,-7.29,359.39,0.2437959705778232
1980-02-07,2.18,306.31,-0.17,-12.86,228.28,0.2437959705778232
1980-02-08,0.0,345.14,-0.52,-12.09,240.0,0.24700381229595245
1980-02-09,2.86,196.31,-0.61,-7.05,360.0,0.26625086260472797
1980-02-10,0.0,251.54,0.55,-6.4,376.79,0.25983517916846943
1980-02-11,0.0,324.6,1.08,-8.45,320.0,0.2566273374503402
1980-02-12,0.0,414.66,-0.14,-16.51,160.31,0.2373802871415647
1980-02-13,0.0,420.68,1.39,-15.95,166.19,0.22454892026904769
1980-02-14,0.0,385.66,4.85,-8.47,321.91,0.24058812885969394
1980-02-15,4.59,149.09,5.0,-0.3,600.0,0.2502116540140817
1980-02-16,9.79,263.16,3.7,-6.93,359.59,0.8789486307674151
1980-02-17,0.0,399.28,-4.04,-17.11,160.0,0.673646760807143
1980-02-18,0.0,428.73,0.99,-14.88,200.0,0.5453330920819729
1980-02-19,0.0,404.51,6.91,-7.05,360.06,0.4811762577193879
1980-02-20,1.63,228.92,7.28,1.13,657.38,1.0553799252645242
1980-02-21,1.82,255.92,10.25,3.08,766.64,2.7459125107186404
