basin,nse_1day(s),nse_2day(s),nse_3day(s),nse_4day(s),nse_5day(s),nse_6day(s),nse_7day(s),nse_all
09/05062500,0.19378019869327545,0.2687648832798004,0.3176526129245758,0.356288880109787,0.39825350046157837,0.44284456968307495,0.4923398792743683,0.3520521819591522
09/05087500,0.1699470579624176,0.29612523317337036,0.38564333319664,0.4469166398048401,0.49373865127563477,0.5328615307807922,0.5739184021949768,0.4141685664653778
09/05120500,0.21850480139255524,0.26048004627227783,0.3212013840675354,0.37955984473228455,0.43228769302368164,0.48364582657814026,0.5303043723106384,0.3751417100429535
09/05123400,0.13983415067195892,0.16885729134082794,0.1968328207731247,0.23543862998485565,0.2705545127391815,0.31071144342422485,0.34247472882270813,0.23781487345695496
09/05129115,0.00611107936128974,0.015940548852086067,0.0286230631172657,0.043462708592414856,0.06076947599649429,0.07869680970907211,0.09830974787473679,0.047420937567949295
09/05131500,0.03572652116417885,0.09158537536859512,0.14013932645320892,0.1829041987657547,0.2124871164560318,0.23815935850143433,0.26324766874313354,0.16632281243801117
10/06037500,0.017120549455285072,0.03299036994576454,0.048178259283304214,0.06486622989177704,0.07607579976320267,0.08655194938182831,0.09875316917896271,0.060627054423093796
10/06043500,0.005803330335766077,0.011904306709766388,0.018299711868166924,0.024276865646243095,0.029277199879288673,0.03301355987787247,0.036383774131536484,0.022707657888531685
10/06154410,0.43752768635749817,0.4980534315109253,0.5183848738670349,0.5406712889671326,0.571619987487793,0.6002435088157654,0.6332148313522339,0.542815625667572
10/06188000,0.012513229623436928,0.024227594956755638,0.0412195585668087,0.03762517869472504,0.0446019321680069,0.05175664275884628,0.05247722566127777,0.037773698568344116
10/06191500,0.006143508013337851,0.011429257690906525,0.01640704646706581,0.02106521651148796,0.02433498203754425,0.02717820182442665,0.030517758801579475,0.019581401720643044
10/06221400,0.02042275294661522,0.03392612561583519,0.04264116287231445,0.04939409717917442,0.055570781230926514,0.06076132133603096,0.06775908917188644,0.04719582572579384
10/06224000,0.0203746035695076,0.0447663813829422,0.06148911267518997,0.07499459385871887,0.0889573022723198,0.10374906659126282,0.11693167686462402,0.07303337752819061
10/06278300,0.05985787883400917,0.1156042292714119,0.14944294095039368,0.18247169256210327,0.21290268003940582,0.24157972633838654,0.26784759759902954,0.17567060887813568
10/06280300,0.022122107446193695,0.04151613637804985,0.05915972217917442,0.07478977739810944,0.0875752717256546,0.09810174256563187,0.1081424206495285,0.0702006071805954
10/06289000,0.01825919933617115,0.0345294214785099,0.04834495484828949,0.06188071146607399,0.07172489911317825,0.08226586133241653,0.09299197793006897,0.05857054889202118
10/06291500,0.02656969428062439,0.04187813028693199,0.05231885612010956,0.06867322325706482,0.06839786469936371,0.07351481914520264,0.08080396056175232,0.05887908115983009
10/06311000,0.07277251780033112,0.13465271890163422,0.167772576212883,0.1977291703224182,0.22673910856246948,0.26116320490837097,0.2810770571231842,0.19169990718364716
10/06332515,0.29150882363319397,0.45266085863113403,0.5222614407539368,0.5586604475975037,0.6002538204193115,0.6779826879501343,0.6968647837638855,0.5428842902183533
10/06339100,0.5079687237739563,0.6099242568016052,0.6863787770271301,0.6526769399642944,0.6982498168945312,0.7252638339996338,0.7941534519195557,0.6678019165992737
10/06339500,0.3240256607532501,0.49194830656051636,0.5712046027183533,0.6372609734535217,0.6838435530662537,0.7196048498153687,0.7401579022407532,0.5954330563545227
10/06344600,0.5219435095787048,0.6447250247001648,0.6959845423698425,0.6974202990531921,0.7363406419754028,0.763449490070343,0.8111810088157654,0.6958630681037903
10/06350000,0.36048489809036255,0.5600014328956604,0.7040352821350098,0.7875779271125793,0.8290708661079407,0.8411793112754822,0.849206805229187,0.7045074701309204
10/06352000,0.4972487688064575,0.6372075080871582,0.7139168977737427,0.769548773765564,0.8168392181396484,0.8448085784912109,0.8679437041282654,0.735358476638794
10/06353000,0.3993503451347351,0.4703458845615387,0.5419023633003235,0.5772384405136108,0.626940906047821,0.6892247796058655,0.7444810271263123,0.5784966945648193
10/06354000,0.34604668617248535,0.4488644003868103,0.511134922504425,0.5484699010848999,0.5925639271736145,0.6595673561096191,0.7116789221763611,0.5454740524291992
10/06360500,0.3524034917354584,0.47356295585632324,0.5323120951652527,0.5437207221984863,0.5682194232940674,0.61008220911026,0.6495335102081299,0.532832682132721
10/06404000,0.18300661444664001,0.22411946952342987,0.27963003516197205,0.2932962477207184,0.29264912009239197,0.28466445207595825,0.2744620740413666,0.2616976499557495
10/06406000,0.41026800870895386,0.43893536925315857,0.4695591926574707,0.5003547072410583,0.4991304278373718,0.4915824234485626,0.5204659104347229,0.4757573902606964
10/06408700,0.005945804063230753,0.009846540167927742,0.011486693285405636,0.01369778998196125,0.015536216087639332,0.017276424914598465,0.01983008347451687,0.01337394304573536
10/06409000,0.15376023948192596,0.17740775644779205,0.19942888617515564,0.21097591519355774,0.22140316665172577,0.22748084366321564,0.23692728579044342,0.20390918850898743
10/06431500,0.129453644156456,0.18930290639400482,0.19660790264606476,0.23108536005020142,0.25442004203796387,0.279549241065979,0.29878607392311096,0.22560609877109528
10/06440200,0.31136003136634827,0.46886783838272095,0.45880740880966187,0.5247332453727722,0.5715506076812744,0.5847328901290894,0.5791035294532776,0.499879390001297
10/06441500,0.2472112476825714,0.36785030364990234,0.4436865448951721,0.5097967386245728,0.565265953540802,0.5890420079231262,0.6005828380584717,0.4747764766216278
10/06447000,0.3643828332424164,0.4868219792842865,0.5034594535827637,0.5405377149581909,0.560985267162323,0.5918716192245483,0.634035587310791,0.5260204076766968
10/06447500,0.10555857419967651,0.22793743014335632,0.31297922134399414,0.3750419318675995,0.4196981191635132,0.4593600034713745,0.48476463556289673,0.3407665193080902
