Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,211.54,7.93,-0.28,595.72,1.7299642254124705
1980-01-02,0.0,269.63,7.48,-4.23,441.59,1.698510330404971
1980-01-03,0.0,287.77,9.3,-4.2,440.73,1.656571803728305
1980-01-04,1.68,226.76,7.13,-3.31,474.5,1.6880256987358044
1980-01-05,4.49,110.63,1.11,-3.93,461.21,1.6775410670666382
1980-01-06,0.0,263.38,3.23,-7.11,360.15,1.6041486453824725
1980-01-07,0.0,244.92,4.09,-5.21,423.91,1.6041486453824725
1980-01-08,0.58,201.15,5.73,-1.47,559.63,1.6041486453824725
1980-01-09,0.25,220.82,7.81,-0.36,594.06,1.5936640137133062
1980-01-10,0.0,299.57,8.36,-4.92,428.2,1.5622101187058066
1980-01-11,6.66,172.39,7.87,-0.83,578.4,1.9291722271266336
1980-01-12,12.12,198.52,9.71,-1.25,559.24,2.1912880188557957
1980-01-13,0.0,201.33,4.46,-2.65,500.52,1.8557798054424683
1980-01-14,32.06,161.33,6.57,-1.19,560.0,4.749538146132419
1980-01-15,0.0,306.3,13.78,-0.38,599.61,3.0090892890507823
1980-01-16,0.0,305.04,13.51,-0.34,600.0,2.4009806522391255
1980-01-17,0.7,205.38,10.42,3.08,766.56,2.1808033871866295
1980-01-18,13.25,92.85,9.67,5.52,903.88,3.4179899241482747
1980-01-19,10.16,232.35,12.47,-1.5,560.0,3.0824817107349474
1980-01-20,0.0,319.32,13.76,-1.0,561.56,2.526796232269123
1980-01-21,0.0,319.33,11.67,-2.52,507.73,2.254195808870795
1980-01-22,0.66,256.73,10.03,0.65,640.0,2.170318755517463
1980-01-23,6.02,180.27,7.16,-1.2,563.62,2.170318755517463
1980-01-24,0.0,326.44,7.68,-5.94,396.18,1.9815953854724662
1980-01-25,0.0,283.45,11.15,0.65,640.08,1.9291722271266336
1980-01-26,0.0,289.06,11.84,1.01,651.03,1.8557798054424683
1980-01-27,0.0,224.0,8.84,1.47,678.08,1.8033566470966358
