Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,177.9,9.56,3.0,760.0,0.37400585083272986
1980-01-02,0.0,304.47,11.95,-1.69,544.66,0.35432133236784935
1980-01-03,0.0,332.1,16.4,-1.0,560.0,0.33463681390296884
1980-01-04,6.79,219.18,15.87,3.0,760.0,0.35432133236784935
1980-01-05,7.01,186.6,10.0,0.32,625.62,0.3936903692976104
1980-01-06,0.0,316.55,9.16,-5.0,440.0,0.37400585083272986
1980-01-07,0.0,323.5,12.05,-3.0,480.0,0.35432133236784935
1980-01-08,0.0,272.45,15.73,4.48,838.2,0.35432133236784935
1980-01-09,0.0,158.68,16.89,10.96,1317.19,0.37400585083272986
1980-01-10,0.0,238.87,17.43,8.0,1080.0,0.37400585083272986
1980-01-11,0.0,179.28,14.56,7.99,1079.54,0.37400585083272986
1980-01-12,4.39,220.53,17.5,5.0,880.0,0.37400585083272986
1980-01-13,0.0,253.44,14.25,4.5,840.35,0.37400585083272986
1980-01-14,4.77,187.24,11.82,2.46,720.0,0.35432133236784935
1980-01-15,0.0,296.34,14.1,2.0,720.0,0.35432133236784935
1980-01-16,0.0,337.34,18.66,2.5,720.0,0.33463681390296884
1980-01-17,4.25,204.32,18.98,8.04,1083.4,0.35432133236784935
1980-01-18,10.22,153.61,19.69,12.03,1402.75,0.5314819985517739
1980-01-19,1.72,340.53,21.02,4.7,855.84,0.570851035481535
1980-01-20,0.0,354.58,20.91,3.0,760.0,0.45274392469225194
1980-01-21,0.0,345.8,21.02,4.5,840.0,0.3936903692976104
1980-01-22,0.0,280.87,19.46,8.5,1119.77,0.3936903692976104
1980-01-23,24.48,221.52,17.0,5.5,920.0,0.9251723678493844
1980-01-24,0.0,340.95,11.14,-2.82,494.36,0.9842259232440259
1980-01-25,0.0,311.66,13.94,2.0,720.0,0.6889581462708182
1980-01-26,10.26,139.98,13.77,7.5,1040.0,0.7676962201303402
1980-01-27,8.51,67.23,11.0,8.33,1106.18,1.102333034033309
1980-01-28,0.0,242.11,12.5,4.31,824.68,0.9251723678493844
1980-01-29,0.0,346.59,15.47,1.49,679.41,0.7480117016654597
1980-01-30,0.0,364.93,16.54,1.0,640.19,0.6889581462708182
1980-01-31,11.93,258.55,15.89,2.07,720.0,0.8661188124547428
1980-02-01,0.0,363.44,7.29,-7.0,360.0,1.0039104417089064
1980-02-02,0.0,355.62,4.72,-8.51,320.0,0.7480117016654597
1980-02-03,0.0,353.85,6.5,-6.5,360.0,0.6495891093410571
1980-02-04,0.0,356.28,8.78,-4.5,440.0,0.610220072411296
1980-02-05,0.0,379.77,9.05,-5.91,400.0,0.570851035481535
1980-02-06,5.0,247.48,9.34,-2.0,520.0,0.610220072411296
