Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,258.06,13.49,3.5,800.0,0.7316770834520079
1980-01-02,0.0,332.37,15.82,0.67,640.0,0.682898611221874
1980-01-03,0.0,357.38,17.81,-0.68,585.85,0.648056845343207
1980-01-04,15.26,224.93,17.0,4.37,829.97,0.905885912845343
1980-01-05,0.0,255.14,14.52,4.75,860.03,1.7351199407576186
1980-01-06,0.0,310.49,11.1,-1.54,555.96,1.4633541669040158
1980-01-07,0.0,359.71,17.5,-0.66,587.8,1.1706833335232125
1980-01-08,0.0,337.57,21.48,5.42,910.34,1.024347916832811
1980-01-09,0.0,273.87,22.5,11.15,1332.33,0.9267909723725433
1980-01-10,0.0,188.36,19.53,12.5,1440.0,0.8571074406152093
1980-01-11,0.05,273.53,23.21,11.91,1393.18,0.8152973215608088
1980-01-12,7.13,175.67,20.53,11.56,1364.86,0.8362023810880089
1980-01-13,18.42,106.91,14.6,9.66,1212.68,2.0417274804898886
1980-01-14,14.6,92.96,12.87,8.69,1135.18,2.815214682996297
1980-01-15,0.0,268.59,16.67,6.58,966.18,3.1009171632013666
1980-01-16,0.0,343.96,21.44,5.88,920.0,2.2159363098832237
1980-01-17,0.0,320.71,23.5,9.63,1210.46,1.721183234406152
1980-01-18,0.0,259.03,24.0,13.81,1584.5,1.414575694673882
1980-01-19,0.0,298.33,22.33,10.3,1264.04,1.2055250994018796
1980-01-20,0.0,363.73,21.78,4.9,872.01,1.0382846231842777
1980-01-21,0.0,372.91,23.0,4.84,867.0,0.9198226191968099
1980-01-22,0.0,348.11,24.0,8.51,1120.9,0.8292340279122756
1980-01-23,13.68,230.17,22.5,10.35,1268.01,1.3867022819709482
1980-01-24,0.0,375.09,15.56,-0.61,590.92,1.7002781748789515
1980-01-25,0.0,356.5,17.25,2.71,738.33,1.365797222443748
1980-01-26,32.27,144.2,17.47,11.0,1320.12,1.6584680558245513
1980-01-27,35.57,125.23,18.61,13.0,1480.0,7.247087302762744
1980-01-28,0.0,235.71,17.96,9.93,1234.69,8.780125001424095
1980-01-29,0.0,337.8,17.13,4.46,836.87,4.856942163486186
1980-01-30,0.0,363.4,20.21,5.5,920.0,2.884898214753631
1980-01-31,6.89,256.32,19.57,6.52,961.88,2.1601894844773564
1980-02-01,0.0,319.51,10.76,-0.07,606.02,1.9720439487325547
1980-02-02,0.0,334.18,7.89,-3.19,478.98,1.7351199407576186
1980-02-03,0.0,321.66,9.21,-1.19,559.85,1.5121326391341496
1980-02-04,0.0,394.11,11.51,-3.42,473.29,1.3239871033893476
1980-02-05,0.0,379.96,12.86,-0.98,571.35,1.1915883930504128
1980-02-06,0.33,384.04,15.12,1.03,645.28,1.1009998017658786
1980-02-07,0.0,384.45,13.44,-0.23,598.82,1.0173795636570777
1980-02-08,0.0,398.36,14.89,0.11,614.78,0.9476960318997435
1980-02-09,0.0,415.36,22.0,4.26,822.73,0.905885912845343
1980-02-10,4.33,285.97,20.32,5.98,920.57,0.9128542660210764
1980-02-11,0.0,295.21,13.72,4.43,834.51,0.8780125001424094
1980-02-12,0.0,335.76,14.99,3.83,800.0,0.8222656747365421
1980-02-13,0.0,275.88,14.71,6.0,920.0,0.7665188493306748
1980-02-14,0.0,264.82,16.5,8.19,1095.17,0.7456137898034747
1980-02-15,0.0,344.41,20.55,8.79,1143.26,0.7177403771005411
1980-02-16,6.0,275.94,22.0,8.99,1159.25,0.7247087302762745
1980-02-17,5.09,309.45,18.0,2.69,736.89,1.0173795636570777
1980-02-18,0.0,353.03,13.18,1.86,704.77,0.9825377977784105
1980-02-19,0.0,346.15,17.5,6.44,954.94,0.8780125001424094
1980-02-20,0.0,424.66,21.76,5.82,920.0,0.7874239088578752
1980-02-21,0.0,377.58,24.5,11.37,1349.2,0.7386454366277412
1980-02-22,0.0,413.45,27.0,11.16,1332.87,0.6898669643976074
1980-02-23,0.0,361.01,27.5,14.95,1712.63,0.648056845343207
1980-02-24,26.49,225.96,25.46,16.0,1800.0,0.8849808533181429
1980-02-25,10.17,196.48,22.68,14.89,1702.97,1.8048034725149529
1980-02-26,0.0,473.41,20.66,1.49,678.92,1.7838984129877524
1980-02-27,0.0,454.48,14.74,-1.6,551.16,1.414575694673882
1980-02-28,0.0,466.13,20.5,2.27,720.0,1.1567466271717457
1980-02-29,0.0,423.63,23.58,8.32,1105.78,0.9755694446026771
1980-03-01,5.13,283.59,22.16,9.71,1216.58,0.8431707342637424
1980-03-02,4.29,348.63,16.0,-0.91,568.66,0.8710441469666761
1980-03-03,0.0,417.07,7.79,-5.32,414.77,0.8362023810880089
1980-03-04,0.0,498.38,16.63,-3.57,474.78,0.7665188493306748
1980-03-05,0.0,460.32,23.62,5.96,921.3,0.7107720239248076
1980-03-06,0.0,415.41,25.31,10.5,1280.0,0.6619935516946738
1980-03-07,0.0,435.55,26.76,10.53,1282.27,0.6201834326402733
1980-03-08,0.0,367.91,27.65,15.0,1720.0,0.5853416667616063
1980-03-09,26.46,206.25,25.63,17.0,1920.0,1.073126389062945
1980-03-10,43.7,110.79,20.87,16.76,1900.79,5.247169941327257
1980-03-11,0.0,376.09,24.88,13.06,1490.0,15.051642859584161
1980-03-12,0.0,415.06,25.85,12.1,1408.32,7.316770834520079
1980-03-13,10.86,203.32,25.78,17.7,2031.41,3.909246131586442
1980-03-14,0.0,418.57,22.75,9.47,1197.2,2.9406450401594983
1980-03-15,0.0,422.81,20.86,7.56,1045.2,2.097474305895756
1980-03-16,0.0,407.33,23.43,10.57,1285.53,1.623626289945884
1980-03-17,0.0,345.97,25.54,15.0,1720.0,1.3448921629165478
1980-03-18,11.76,208.37,25.1,17.06,1930.86,1.449417460552549
1980-03-19,0.0,384.97,23.54,12.07,1405.4,1.4424491073768155
1980-03-20,0.0,354.2,27.1,16.39,1861.98,1.2194618057533464
1980-03-21,5.14,245.46,26.31,16.81,1904.69,1.163714980347479
1980-03-22,0.0,499.21,23.34,6.42,953.78,1.2403668652805466
1980-03-23,0.0,527.73,24.39,4.91,872.83,1.0661580358872114
1980-03-24,0.0,417.82,26.4,13.5,1560.0,0.905885912845343
1980-03-25,0.0,343.78,27.05,16.92,1913.68,0.8222656747365421
1980-03-26,0.0,434.32,26.04,12.44,1435.0,0.752582142979208
1980-03-27,0.09,324.75,24.32,15.23,1738.36,0.6898669643976074
1980-03-28,5.1,267.69,26.79,16.59,1887.59,0.7107720239248076
1980-03-29,8.65,215.59,24.03,16.5,1880.0,0.6968353175733408
1980-03-30,22.25,278.14,26.25,16.09,1816.01,1.296113690686414
1980-03-31,0.0,424.54,26.49,14.4,1637.27,1.6584680558245513
1980-04-01,0.0,407.18,24.24,13.32,1531.16,1.2333985121048132
1980-04-02,19.21,277.91,23.5,14.02,1601.47,1.0382846231842777
1980-04-03,33.06,304.04,27.0,16.18,1828.78,3.623543651381372
1980-04-04,7.31,264.36,27.43,18.5,2120.0,5.344726885787524
1980-04-05,0.0,447.63,22.95,11.53,1362.72,3.686258829962973
1980-04-06,0.0,508.47,22.5,8.55,1123.61,2.47376537738536
1980-04-07,0.0,396.02,22.94,13.5,1560.0,1.8187401788664195
1980-04-08,0.0,387.67,27.0,17.34,1974.46,1.4703225200797492
1980-04-09,7.07,295.19,27.0,17.04,1927.18,1.3239871033893476
1980-04-10,0.0,511.6,26.08,11.33,1346.78,1.1846200398746793
1980-04-11,0.0,561.74,27.38,8.35,1108.2,0.9825377977784105
1980-04-12,0.0,462.1,28.47,15.5,1760.0,0.8362023810880089
1980-04-13,0.0,442.78,29.93,17.56,2009.9,0.7804555556821416
1980-04-14,19.72,321.24,27.07,15.86,1788.55,1.0522213295357445
1980-04-15,0.0,519.94,22.23,7.8,1064.39,1.2612719248077469
1980-04-16,0.0,538.28,22.94,7.2,1015.87,1.1846200398746793
1980-04-17,0.0,556.62,25.24,7.4,1032.35,0.9337593255482767
1980-04-18,0.0,511.25,25.68,10.68,1294.59,0.7456137898034747
1980-04-19,16.77,303.53,24.5,14.09,1607.44,0.7456137898034747
1980-04-20,2.62,317.21,23.39,14.08,1606.72,0.989506150954144
1980-04-21,0.0,533.33,26.88,10.51,1280.57,0.905885912845343
1980-04-22,0.0,538.1,29.0,11.85,1387.71,0.7595504961549415
1980-04-23,0.0,520.27,30.46,14.03,1602.27,0.6271517858160067
1980-04-24,0.0,457.13,30.15,16.95,1915.9,0.5435315477072059
1980-04-25,0.0,508.85,29.78,14.15,1611.64,0.48081636912560516
1980-04-26,0.0,488.7,30.5,15.62,1769.52,0.4320378968954713
1980-04-27,10.8,326.49,28.53,16.34,1853.73,0.7247087302762745
1980-04-28,0.0,463.71,25.72,12.75,1460.15,0.8362023810880089
1980-04-29,0.0,513.62,24.43,9.25,1180.39,0.5017214286528054
1980-04-30,0.0,462.36,26.56,13.39,1542.34,0.4250695437197379
1980-05-01,0.0,329.19,25.45,16.93,1914.54,0.3902277778410708
1980-05-02,0.0,398.64,25.5,14.86,1697.71,0.3902277778410708
1980-05-03,0.0,468.62,27.5,13.93,1594.36,0.3693227183138706
1980-05-04,3.73,294.53,26.86,16.16,1824.85,0.5086897818285389
1980-05-05,8.06,282.43,27.04,16.87,1909.86,0.41810119054400446
1980-05-06,0.0,458.46,28.83,15.48,1758.34,0.3902277778410708
1980-05-07,0.0,475.41,30.48,15.93,1794.05,0.341449305610937
1980-05-08,10.03,290.27,28.12,17.37,1979.37,0.341449305610937
1980-05-09,21.54,231.19,24.43,16.5,1880.0,0.7386454366277412
1980-05-10,3.35,406.7,25.53,13.64,1564.23,1.163714980347479
1980-05-11,0.0,441.16,28.4,16.0,1800.24,0.8292340279122756
1980-05-12,0.0,487.78,29.15,14.61,1658.1,0.5923100199373397
1980-05-13,0.0,458.71,30.56,17.0,1920.0,0.48081636912560516
1980-05-14,0.0,424.53,31.5,19.1,2215.44,0.40416448419253764
1980-05-15,9.24,312.32,30.65,18.76,2162.2,0.3553860119624038
1980-05-16,5.59,267.71,29.64,20.01,2328.66,0.7177403771005411
1980-05-17,7.48,239.06,30.15,21.75,2600.79,1.1149365081173455
1980-05-18,0.0,406.45,32.03,20.7,2431.7,1.505164285958416
1980-05-19,0.0,400.98,32.23,21.03,2484.57,0.8362023810880089
1980-05-20,0.0,385.77,32.34,21.6,2575.46,0.5574682540586727
