Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,20.3,49.96,3.3,0.44,625.37,6.907781233523188
1980-01-02,7.08,111.02,5.16,-1.8,539.09,6.708709728234337
1980-01-03,9.36,91.86,4.09,-1.37,554.1,6.589266825061024
1980-01-04,22.7,69.07,4.48,0.5,627.05,6.589266825061024
1980-01-05,28.78,101.51,4.35,-1.7,543.34,7.3258313946297795
1980-01-06,0.0,182.96,2.6,-6.45,379.0,7.166574190398697
1980-01-07,15.71,163.91,0.41,-10.1,283.94,7.286017093572009
1980-01-08,20.3,90.22,-0.79,-5.36,417.28,7.664252953620829
1980-01-09,30.05,65.59,0.93,-2.32,514.43,7.883231609438567
1980-01-10,23.39,135.64,-0.8,-7.97,335.14,8.002674512611879
1980-01-11,28.97,179.27,0.94,-10.15,282.85,8.062395964198535
1980-01-12,70.1,206.39,5.82,-8.59,321.74,11.86466171521562
1980-01-13,59.99,121.82,5.35,-0.42,593.63,26.078367192839703
1980-01-14,34.16,97.7,4.37,-0.07,606.22,32.647726867371844
1980-01-15,13.0,170.86,2.79,-5.85,398.06,25.87929568755085
1980-01-16,8.33,76.63,2.2,-1.11,562.22,19.90715052888527
1980-01-17,7.42,76.85,0.8,-2.48,511.12,19.369657464605368
1980-01-18,0.0,276.64,1.99,-10.06,284.41,18.6530000455655
1980-01-19,0.0,193.9,-2.53,-8.97,305.85,18.115506981285595
1980-01-20,0.0,300.42,6.7,-8.75,309.62,17.418756712774613
1980-01-21,0.0,261.01,6.24,-3.82,452.68,16.682192143205857
1980-01-22,0.0,293.21,7.86,-5.4,415.23,15.865998971521561
1980-01-23,0.0,298.65,9.44,-4.35,439.36,14.990084348250608
1980-01-24,0.0,273.41,8.58,-2.05,523.72,14.213705477624082
1980-01-25,0.0,256.8,4.27,-4.81,433.93,13.516955209113098
1980-01-26,9.02,228.22,-0.71,-12.95,229.17,12.680854886899917
1980-01-27,8.23,166.7,-11.14,-17.87,148.9,11.725311661513423
1980-01-28,0.0,271.14,-11.21,-20.04,121.42,10.809582737184702
1980-01-29,0.0,314.82,-8.57,-20.18,120.34,10.033203866558177
1980-01-30,0.0,321.16,-4.8,-16.89,160.0,9.535525103336044
1980-01-31,0.0,324.17,1.7,-10.97,275.39,9.236917845402765
1980-02-01,19.1,162.15,3.74,-2.77,497.29,9.177196393816109
1980-02-02,16.81,78.45,4.36,1.5,679.95,8.938310587469486
1980-02-03,17.44,106.06,4.54,0.62,632.39,8.938310587469486
1980-02-04,2.75,208.09,5.2,-2.67,502.65,8.87858913588283
1980-02-05,5.18,187.05,6.86,-0.64,588.65,8.87858913588283
1980-02-06,21.45,167.36,5.31,-0.95,574.67,9.177196393816109
1980-02-07,5.31,213.86,4.75,-3.88,459.3,9.177196393816109
1980-02-08,0.0,238.24,3.37,-3.38,470.62,9.177196393816109
1980-02-09,0.0,357.39,9.35,-4.64,431.2,9.177196393816109
1980-02-10,0.0,362.17,10.37,-3.97,458.12,9.177196393816109
1980-02-11,0.0,349.02,7.38,-4.75,429.44,9.117474942229453
1980-02-12,0.0,382.11,7.55,-8.4,324.63,8.998032039056142
1980-02-13,0.0,342.18,7.44,-4.24,440.12,8.87858913588283
1980-02-14,0.0,365.45,6.2,-6.95,362.64,8.699424781122863
1980-02-15,0.0,319.51,2.02,-7.92,337.18,8.520260426362896
1980-02-16,0.0,381.45,9.13,-5.87,398.16,8.281374620016273
1980-02-17,5.8,261.6,6.73,-5.04,419.32,8.161931716842961
1980-02-18,14.4,145.94,6.34,0.87,640.53,8.102210265256305
1980-02-19,13.9,175.39,6.37,-0.06,608.39,8.221653168429617
1980-02-20,5.96,131.26,3.67,-0.86,576.18,8.281374620016273
1980-02-21,1.68,277.1,4.57,-3.13,486.21,8.281374620016273
1980-02-22,8.46,209.43,4.44,-2.83,498.42,8.400817523189584
1980-02-23,11.9,178.5,3.59,-2.21,523.57,8.460538974776238
1980-02-24,2.86,274.25,7.91,-0.37,592.15,8.400817523189584
1980-02-25,13.08,307.12,14.77,0.86,650.25,8.400817523189584
1980-02-26,18.17,160.1,7.92,2.86,755.69,8.759146232709519
1980-02-27,5.86,217.78,9.89,2.68,742.93,8.998032039056142
1980-02-28,10.81,226.24,8.5,1.12,665.75,9.97348241497152
1980-02-29,0.0,356.93,6.67,-2.32,518.7,10.550789780309193
1980-03-01,0.0,357.67,8.39,-0.63,589.54,10.411439726606995
1980-03-02,0.0,377.62,9.61,-0.14,605.02,10.172553920260373
1980-03-03,9.62,223.0,7.23,0.21,617.38,10.033203866558177
1980-03-04,11.54,162.5,5.64,0.88,651.34,10.35171827502034
1980-03-05,6.63,167.31,4.68,-0.17,602.81,10.809582737184702
1980-03-06,5.48,273.17,4.57,-4.05,456.52,10.809582737184702
1980-03-07,0.0,288.69,5.47,-0.85,577.7,10.491068328722537
1980-03-08,4.04,175.61,4.88,-0.1,607.79,10.23227537184703
1980-03-09,4.84,283.34,6.91,-1.62,545.35,9.97348241497152
1980-03-10,0.0,443.22,10.13,-1.66,544.27,9.71468945809601
1980-03-11,16.95,277.01,4.9,-3.27,481.34,9.654968006509357
1980-03-12,18.3,228.33,1.5,-4.56,437.3,9.47580365174939
1980-03-13,28.36,154.33,0.42,-3.32,480.61,9.416082200162732
1980-03-14,34.8,235.06,1.31,-4.38,443.6,9.356360748576076
1980-03-15,20.21,235.53,-0.47,-5.95,397.41,9.057753490642797
1980-03-16,5.16,316.96,1.67,-6.37,380.86,8.639703329536207
1980-03-17,6.28,208.11,3.13,-1.58,551.82,8.400817523189584
1980-03-18,8.18,259.92,3.06,-2.76,497.89,8.221653168429617
1980-03-19,3.31,266.84,3.85,-1.52,549.79,8.062395964198535
