Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,209.26,12.12,3.94,801.82,0.08844213698630135
1980-01-02,0.0,326.42,13.91,-1.5,560.0,0.08378728767123288
1980-01-03,0.0,355.2,18.0,-1.5,560.0,0.07796872602739725
1980-01-04,9.55,246.51,18.51,2.49,720.0,0.07680501369863012
1980-01-05,1.04,295.26,15.35,1.9,711.64,0.08727842465753423
1980-01-06,0.0,320.3,11.44,-2.83,493.65,0.08378728767123288
1980-01-07,0.0,346.6,15.01,-2.15,520.0,0.08145986301369862
1980-01-08,0.0,313.61,19.5,5.0,880.0,0.07796872602739725
1980-01-09,1.0,252.89,21.14,10.47,1277.55,0.07680501369863012
1980-01-10,0.0,232.21,20.48,11.0,1320.0,0.07680501369863012
1980-01-11,4.15,135.42,19.0,12.0,1400.0,0.07680501369863012
1980-01-12,4.89,134.8,20.5,13.46,1552.92,0.07913243835616438
1980-01-13,3.27,183.13,17.73,8.02,1081.56,0.07796872602739725
1980-01-14,9.08,108.91,12.5,7.25,1019.97,0.08378728767123288
1980-01-15,0.0,291.2,16.5,4.5,840.0,0.0954244109589041
1980-01-16,0.0,348.81,21.0,4.0,800.0,0.0954244109589041
1980-01-17,0.0,307.2,22.5,9.0,1160.0,0.09193327397260273
1980-01-18,2.0,229.66,22.69,13.51,1560.54,0.0954244109589041
1980-01-19,0.0,327.89,23.48,8.5,1120.0,0.09309698630136985
1980-01-20,0.0,372.04,23.0,3.55,800.0,0.08727842465753423
1980-01-21,0.0,371.26,23.5,4.49,838.99,0.07913243835616438
1980-01-22,0.0,339.2,23.5,8.0,1080.0,0.07564130136986301
1980-01-23,22.66,222.18,22.0,9.89,1231.39,0.11055267123287671
1980-01-24,0.0,374.3,15.0,-2.0,520.0,0.12800835616438355
1980-01-25,0.0,335.26,15.5,1.85,707.67,0.12800835616438355
1980-01-26,21.84,177.01,17.36,8.79,1143.43,0.2560167123287671
1980-01-27,25.95,105.6,18.0,13.0,1480.0,0.6982273972602738
1980-01-28,0.0,278.34,19.26,8.76,1141.06,0.6051304109589041
1980-01-29,0.0,342.53,17.0,3.24,779.4,0.5469447945205479
1980-01-30,0.0,370.54,20.5,4.29,822.98,0.5003963013698629
1980-01-31,5.0,263.33,21.0,6.18,934.59,0.4654849315068493
1980-02-01,0.0,384.41,13.18,-3.12,480.0,0.44221068493150684
1980-02-02,0.0,346.28,8.27,-4.5,440.0,0.39566219178082185
1980-02-03,0.0,345.69,9.0,-3.52,478.6,0.36075082191780816
1980-02-04,0.0,393.6,11.0,-5.0,440.0,0.3374765753424657
1980-02-05,0.0,403.17,13.0,-3.99,440.4,0.30256520547945204
1980-02-06,1.0,367.44,14.46,0.5,640.0,0.2909280821917808
1980-02-07,0.0,390.63,13.5,-1.94,524.75,0.2676538356164383
1980-02-08,0.0,396.44,13.68,-2.18,520.0,0.24437958904109586
1980-02-09,0.0,410.2,19.92,1.83,706.52,0.23274246575342464
1980-02-10,14.25,283.68,21.5,5.83,920.0,0.2676538356164383
1980-02-11,0.0,249.03,12.29,3.98,800.0,0.27929095890410954
1980-02-12,0.0,299.43,13.9,3.55,800.0,0.2560167123287671
1980-02-13,0.0,265.68,14.0,5.0,880.0,0.24437958904109586
1980-02-14,0.0,266.08,16.0,7.0,1000.0,0.22110534246575342
1980-02-15,0.0,338.99,20.39,8.06,1084.54,0.22110534246575342
1980-02-16,0.0,374.46,23.0,8.42,1113.26,0.20946821917808217
1980-02-17,5.77,313.58,18.0,1.0,640.0,0.20946821917808217
