Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,186.11,9.4,2.91,753.15,0.5455821602335387
1980-01-02,1.76,285.16,11.0,-0.98,562.34,0.49102394421018486
1980-01-03,0.0,316.59,14.56,-0.5,600.0,0.4563050794680506
1980-01-04,5.13,207.35,13.18,2.09,720.0,0.48606410638987996
1980-01-05,9.68,130.29,7.07,1.22,659.5,0.7042969704832955
1980-01-06,0.0,311.98,8.22,-5.2,424.06,0.5852608627959779
1980-01-07,0.0,302.02,9.19,-3.27,480.0,0.5207829711320142
1980-01-08,2.67,231.59,12.75,2.91,752.62,0.5158231333117094
1980-01-09,4.34,152.13,14.3,7.14,1011.04,0.530702646772624
1980-01-10,0.0,189.96,12.35,5.84,920.0,0.5356624845929289
1980-01-11,0.0,162.46,11.16,5.75,917.36,0.5108632954914045
1980-01-12,4.16,213.71,13.35,2.26,720.38,0.5505419980538436
1980-01-13,0.0,221.59,9.89,2.34,721.87,0.5257428089523191
1980-01-14,9.0,195.64,10.71,1.36,668.79,0.5753411871553681
1980-01-15,0.0,299.47,13.5,1.7,696.16,0.6596584301005514
1980-01-16,0.0,313.47,17.02,3.81,799.91,0.580301024975673
1980-01-17,9.31,181.05,16.74,8.09,1087.14,0.7390158352254297
1980-01-18,43.81,160.4,18.46,10.97,1317.27,7.191764839442102
1980-01-19,9.59,270.9,19.63,4.51,840.69,6.943772948426857
1980-01-20,0.0,345.83,19.56,2.98,758.06,2.569195990917937
1980-01-21,0.0,323.18,17.8,4.41,833.18,1.3788349140447616
1980-01-22,1.94,229.15,15.75,7.03,1002.13,1.1209233473889069
1980-01-23,16.5,218.8,14.5,3.98,809.42,1.8153006422315927
1980-01-24,0.0,344.15,11.79,-2.19,520.02,1.3490758871229322
1980-01-25,0.0,308.23,13.92,2.7,735.93,1.0465257800843333
1980-01-26,5.29,159.93,12.72,6.0,920.0,0.9522888614985403
1980-01-27,5.82,110.54,10.7,6.29,943.37,1.1407626986701265
1980-01-28,0.0,269.26,11.95,3.19,775.31,1.0415659422640284
1980-01-29,0.0,331.87,13.41,1.23,658.47,0.8977306454751866
1980-01-30,0.0,341.77,11.72,-0.86,571.66,0.7985338890690885
1980-01-31,13.83,225.05,9.08,-0.78,577.3,1.0068470775218943
1980-02-01,0.0,330.76,3.02,-8.03,327.7,1.1308430230295166
1980-02-02,0.0,377.81,3.97,-10.55,280.0,0.8927708076548816
1980-02-03,0.0,374.89,6.78,-7.5,360.0,0.8134134025300032
1980-02-04,0.0,349.96,7.31,-5.0,440.0,0.7588551865066493
1980-02-05,0.0,374.02,6.98,-7.0,360.0,0.7042969704832955
1980-02-06,8.79,224.72,6.28,-3.0,480.25,0.7340559974051248
1980-02-07,0.0,347.52,7.37,-4.3,440.0,0.8828511320142718
1980-02-08,0.0,343.8,7.99,-3.49,480.0,0.7786945377878689
1980-02-09,16.34,180.74,7.03,0.03,602.36,0.9770880506000648
1980-02-10,17.18,131.06,5.42,0.6,636.9,3.824034959455076
1980-02-11,0.0,355.32,7.4,-4.29,440.0,2.727910801167694
1980-02-12,0.0,369.45,9.34,-3.33,480.0,1.5673087512163477
1980-02-13,0.0,367.52,10.21,-2.33,520.0,1.2002807525137853
1980-02-14,0.0,421.04,14.51,-3.58,473.99,1.026686428803114
1980-02-15,0.0,429.41,19.39,-1.13,560.0,0.9324495102173208
1980-02-16,13.12,303.19,18.62,2.0,720.0,1.2151602659746998
1980-02-17,0.0,412.66,12.22,-4.28,443.98,1.2845979954589686
1980-02-18,0.0,418.29,9.61,-6.98,360.0,0.9870077262406746
1980-02-19,0.0,418.64,13.01,-3.65,467.66,0.8828511320142718
1980-02-20,1.95,336.81,14.18,2.5,720.0,0.8431724294518326
1980-02-21,0.0,388.22,18.54,4.06,804.76,0.823333078170613
1980-02-22,6.41,208.41,19.73,10.77,1301.79,1.0415659422640284
1980-02-23,17.89,244.65,23.15,11.95,1396.35,2.6386337204022055
1980-02-24,0.0,402.33,24.71,8.72,1137.31,1.8103408044112876
1980-02-25,0.0,383.6,20.97,6.94,995.36,1.2597988063574441
1980-02-26,0.0,450.57,14.68,-4.46,440.52,1.0316462666234187
1980-02-27,0.0,440.25,13.0,-4.76,440.0,0.9026904832954914
1980-02-28,0.0,453.38,20.41,-0.09,600.0,0.8530921050924424
1980-02-29,0.0,401.65,21.89,6.19,935.4,0.8084535647096983
1980-03-01,1.9,432.98,17.92,0.16,617.31,0.7836543756081739
1980-03-02,6.0,223.57,2.27,-5.98,396.87,0.8332527538112228
1980-03-03,1.39,469.6,6.21,-11.3,257.51,0.7786945377878689
1980-03-04,0.0,517.61,12.62,-6.93,360.0,0.7340559974051248
