Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,173.49,7.4,1.5,680.0,1.2415525253731343
1980-01-02,0.0,308.59,11.09,-4.0,440.0,1.1320037731343282
1980-01-03,0.0,293.98,12.5,-0.69,584.6,1.1685200238805968
1980-01-04,11.38,163.74,7.21,-0.47,599.71,2.227491295522388
1980-01-05,0.0,136.88,3.38,-1.0,560.0,1.3145850268656716
1980-01-06,0.0,295.85,7.5,-4.96,438.94,1.1320037731343282
1980-01-07,6.89,202.8,9.5,-1.05,562.54,1.9353612895522385
1980-01-08,4.91,156.4,5.52,-1.5,560.0,1.6067150328358206
1980-01-09,0.0,223.11,7.1,-0.58,593.43,1.2415525253731343
1980-01-10,0.0,291.1,11.49,-0.5,600.0,1.1320037731343282
1980-01-11,18.0,186.23,15.57,6.26,940.53,3.5055600716417907
1980-01-12,0.0,321.1,15.0,-0.69,584.45,2.081426292537313
1980-01-13,0.0,264.97,9.7,0.0,600.0,1.6432312835820895
1980-01-14,0.0,211.31,12.58,5.39,911.41,1.4241337791044775
1980-01-15,0.0,274.62,14.35,3.9,800.15,1.278068776119403
1980-01-16,3.78,189.17,15.0,5.89,920.15,1.2415525253731343
1980-01-17,6.04,97.1,14.1,9.92,1233.98,1.5336825313432834
1980-01-18,13.89,165.57,15.1,7.6,1047.89,3.615108823880597
1980-01-19,0.0,343.25,17.46,-1.0,560.0,1.89884503880597
1980-01-20,0.0,334.14,17.5,1.64,690.9,1.4606500298507463
1980-01-21,0.0,260.72,13.0,4.0,800.0,1.3876175283582088
1980-01-22,16.36,105.48,9.0,4.75,860.39,4.564531343283582
1980-01-23,13.38,211.43,6.5,-3.02,480.0,3.6516250746268653
1980-01-24,0.0,324.68,10.0,-2.59,512.58,2.3005237970149253
1980-01-25,0.0,325.37,16.0,2.83,746.75,1.8623287880597015
1980-01-26,2.0,227.73,12.5,5.33,906.6,1.6432312835820895
1980-01-27,0.0,275.1,10.5,1.5,680.0,1.4241337791044775
1980-01-28,0.0,232.41,5.46,-1.5,560.0,1.278068776119403
1980-01-29,2.03,235.13,4.0,-3.0,480.0,1.2050362746268657
1980-01-30,8.88,105.25,0.43,-3.43,479.65,2.4465888
1980-01-31,5.74,201.74,0.5,-6.5,360.0,2.519621301492537
1980-02-01,0.05,293.98,-3.5,-10.99,280.0,1.5336825313432834
1980-02-02,0.0,360.11,-1.96,-11.97,240.0,1.5336825313432834
1980-02-03,0.0,357.43,1.13,-8.79,320.0,1.3876175283582088
1980-02-04,0.0,340.82,2.48,-6.76,360.0,1.278068776119403
1980-02-05,0.0,294.09,2.5,-4.82,440.0,1.278068776119403
1980-02-06,14.0,136.24,1.74,-2.34,520.0,1.4241337791044775
1980-02-07,0.0,288.09,1.75,-5.11,431.16,1.1685200238805968
1980-02-08,0.0,237.6,2.95,-2.45,518.5,1.6432312835820895
1980-02-09,20.32,119.82,2.55,-1.0,560.0,4.199368835820896
1980-02-10,7.96,204.48,2.0,-4.69,440.0,2.665686304477612
