Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day),elev_mean,slope_mean,area,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,carbonate_rocks_frac,geol_permeability,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff
1980-01-01,2.27,211.49,5.36,5.36,583.0,0.440139505876709,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-02,1.08,222.1,4.4,4.4,535.85,0.4359477010588356,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-03,0.14,280.71,2.26,2.26,455.26,0.41918048178734196,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-04,7.51,189.62,2.66,2.66,500.12,0.389837848062228,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-05,12.39,151.07,2.19,2.19,509.53,0.45271492033032923,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-06,2.74,198.84,-1.6,-1.6,394.3,0.7545248672172155,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-07,1.2,251.46,-0.72,-0.72,414.48,0.7880593057602028,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-08,2.62,161.99,5.34,5.34,666.15,0.8383609635746839,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-09,1.83,102.35,4.84,4.84,672.88,1.0563348141041016,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
1980-01-10,0.6,205.54,1.39,1.39,510.61,1.1778971538224308,25.28,2.20328,583.66,3.33393155373032,2.79694224503765,0.838932113620677,0.202374232071145,0.0248316831845784,22.25,1.22589531680441,259.95,4.69647696476965,0,-13.0346,47.7146144994246,1.50000001490117,0.419120980106282,1.80125630226809,0.521800719151352,45.770581822862,17.1191199296851,16.2793972612503,0.5848,3.23840871116945,2.4725213983593,0.772461165806653,0.345753417178203
