Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,331.99,16.74,1.68,499.79,0.17579040405748098
1980-01-02,0.0,342.66,17.15,0.85,454.43,0.17579040405748098
1980-01-03,0.0,346.52,17.44,0.61,448.43,0.17579040405748098
1980-01-04,0.0,353.71,16.63,-1.09,397.69,0.17579040405748098
1980-01-05,0.0,346.57,16.7,0.18,438.81,0.17579040405748098
1980-01-06,0.0,301.2,14.36,2.35,557.52,0.17579040405748098
1980-01-07,0.0,275.3,11.63,1.01,523.92,0.17579040405748098
1980-01-08,8.77,99.53,9.16,4.31,772.21,0.17579040405748098
1980-01-09,36.37,112.15,8.79,3.5,776.2,0.5894148841927302
1980-01-10,31.45,78.44,8.41,4.73,867.25,0.35158080811496195
1980-01-11,42.28,134.45,10.52,4.25,854.28,4.136244801352493
1980-01-12,18.39,179.83,14.42,5.77,934.1,1.1374673203719357
1980-01-13,0.0,205.73,15.59,8.21,1096.91,0.5894148841927302
1980-01-14,0.27,132.51,12.88,8.09,1094.67,0.930655080304311
1980-01-15,0.05,266.7,12.89,3.23,786.06,0.6928210042265427
1980-01-16,0.0,296.33,13.37,2.36,746.75,0.6411179442096365
1980-01-17,0.0,278.96,11.76,1.83,724.89,0.6928210042265427
1980-01-18,0.0,207.32,7.82,0.79,667.65,0.8065677362637362
1980-01-19,0.0,282.82,6.48,-3.46,484.89,0.6928210042265427
1980-01-20,0.0,295.27,9.12,-1.39,564.22,0.5894148841927302
1980-01-21,0.0,356.71,13.61,-1.18,570.49,0.5273712121724429
1980-01-22,0.0,353.76,14.29,-0.06,614.78,0.5583930481825866
1980-01-23,0.0,362.7,14.45,-0.63,575.63,0.5687336601859678
1980-01-24,0.0,361.96,18.18,2.78,736.77,0.5273712121724429
1980-01-25,0.0,377.95,16.23,-0.29,596.43,0.5066899881656804
1980-01-26,0.0,375.94,14.49,-1.39,562.49,0.5066899881656804
1980-01-27,0.0,245.73,8.77,0.67,649.21,0.5066899881656804
1980-01-28,28.63,123.12,7.75,2.42,741.21,0.7445240642434489
1980-01-29,62.37,108.3,9.62,5.02,893.49,8.89292632290786
1980-01-30,17.95,140.78,11.73,5.9,945.31,2.3783407607776836
1980-01-31,0.02,334.75,15.83,4.09,843.04,1.861310160608622
1980-02-01,0.0,380.37,18.02,2.79,772.24,1.3442795604395603
1980-02-02,0.0,400.5,20.32,2.57,741.6,1.0340612003381233
1980-02-03,0.0,399.68,21.48,3.74,802.62,1.0340612003381233
1980-02-04,0.0,408.46,22.57,3.41,792.85,1.0340612003381233
1980-02-05,0.0,389.11,22.51,6.27,959.56,1.0030393643279796
1980-02-06,0.0,386.32,20.08,4.64,860.32,0.889292632290786
1980-02-07,0.0,401.02,16.61,0.01,657.8,0.7341834522400675
1980-02-08,0.0,315.21,13.54,2.99,785.37,0.661799168216399
1980-02-09,0.0,380.23,13.32,-0.98,579.46,0.620436720202874
1980-02-10,0.0,401.75,14.32,-2.01,532.18,0.5894148841927302
1980-02-11,0.0,429.87,14.99,-4.52,442.91,0.5583930481825866
1980-02-12,0.0,383.42,12.46,-2.58,508.25,0.5273712121724429
1980-02-13,12.51,235.81,10.86,-0.26,612.66,0.5170306001690617
1980-02-14,57.88,225.4,9.55,-0.58,617.85,3.2055897210481823
1980-02-15,38.08,113.24,10.24,5.39,919.21,6.20436720202874
1980-02-16,37.25,150.5,9.68,3.39,794.65,7.135022282333051
1980-02-17,39.46,199.02,14.34,5.7,929.78,10.857642603550294
1980-02-18,36.19,158.42,13.13,6.27,967.75,19.54375668639053
1980-02-19,31.54,134.68,11.04,5.45,928.04,14.166638444632289
1980-02-20,39.78,127.5,7.37,2.15,730.34,13.649607844463228
1980-02-21,55.16,181.29,10.12,2.92,783.56,24.71406268808115
1980-02-22,0.0,367.59,11.3,0.08,638.43,14.166638444632289
1980-02-23,0.0,437.38,15.33,0.25,636.0,11.271267083685546
1980-02-24,0.0,449.9,17.05,1.06,677.2,9.203144683009297
1980-02-25,0.0,467.84,19.43,1.54,699.65,6.411179442096365
1980-02-26,0.0,463.45,21.31,3.34,788.62,5.480524361792053
1980-02-27,0.0,473.2,22.15,2.78,752.93,4.6532754015215545
1980-02-28,0.0,448.37,18.2,1.66,710.38,4.136244801352493
1980-02-29,0.0,457.57,18.24,0.79,674.99,3.8260264412510563
1980-03-01,0.0,392.84,16.59,3.36,794.27,3.722620321217244
1980-03-02,6.2,336.04,15.36,0.76,668.41,3.722620321217244
1980-03-03,42.16,193.06,10.09,2.34,747.05,5.377118241758241
1980-03-04,7.51,272.07,12.14,2.13,728.67,3.8260264412510563
1980-03-05,0.0,396.14,13.65,1.63,706.8,3.6192142011834316
1980-03-06,24.79,206.06,10.13,2.59,764.18,5.170306001690617
1980-03-07,14.38,211.08,8.32,0.45,641.05,4.963493761622992
1980-03-08,0.0,493.46,12.99,-3.51,497.63,4.44646316145393
1980-03-09,0.0,477.51,15.7,0.03,625.4,4.136244801352493
1980-03-10,0.0,427.97,14.71,1.99,717.33,4.032838681318681
1980-03-11,6.93,212.89,9.72,1.89,710.68,3.9294325612848686
1980-03-12,0.0,469.06,14.79,0.77,672.42,3.8260264412510563
1980-03-13,0.0,503.72,16.84,0.3,639.94,3.722620321217244
1980-03-14,0.0,520.02,18.81,0.51,649.36,3.6192142011834316
1980-03-15,0.0,495.2,17.31,1.26,688.03,3.5158080811496193
1980-03-16,0.0,496.46,17.65,1.14,697.38,3.412401961115807
1980-03-17,0.0,491.87,16.98,0.8,659.21,3.412401961115807
1980-03-18,0.0,488.97,15.75,-0.17,615.1,3.3089958410819946
1980-03-19,3.22,377.87,13.56,-0.85,596.29,3.2055897210481823
1980-03-20,0.0,486.98,15.92,-0.31,617.6,3.10218360101437
