Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,304.33,11.15,-2.87,490.08,0.694649186748801
1980-01-02,0.0,321.23,14.23,-2.34,520.0,0.6161022822401027
1980-01-03,16.39,209.23,12.57,0.79,640.0,0.7511047743644279
1980-01-04,0.0,197.37,6.83,-0.23,600.0,1.2739326075004513
1980-01-05,0.0,266.46,8.46,-2.04,521.85,1.4261172349860542
1980-01-06,0.0,312.73,13.4,-1.3,560.0,1.2052040660553403
1980-01-07,0.63,302.88,15.92,1.31,664.57,0.9008348110841342
1980-01-08,0.0,214.31,5.45,-2.15,520.21,0.7339226390031501
1980-01-09,0.0,269.1,9.56,-0.93,571.68,0.6455573714308646
1980-01-10,0.0,261.59,13.62,3.37,785.87,0.5719196484539598
1980-01-11,5.89,209.05,18.91,7.1,1007.73,0.5522829223267852
1980-01-12,0.0,317.35,16.99,2.13,717.87,0.5768288299857535
1980-01-13,0.0,322.36,11.88,-2.58,513.46,0.5915563745811344
1980-01-14,0.0,335.38,16.98,0.17,613.89,0.5351007869655076
1980-01-15,0.0,295.25,18.53,5.99,920.0,0.47864519934988053
1980-01-16,10.11,148.8,19.56,12.24,1419.43,0.4737360178180869
1980-01-17,9.42,191.73,18.59,8.72,1137.5,0.5891017838152376
1980-01-18,0.0,301.37,17.16,4.65,854.16,0.7854690450869836
1980-01-19,0.0,338.51,18.94,2.61,730.23,0.8222879065754358
1980-01-20,23.99,219.04,17.62,6.0,920.0,1.0063822140176977
1980-01-21,19.3,75.3,9.89,6.8,983.9,2.4791366735557916
1980-01-22,33.65,89.9,9.16,5.4,911.85,5.031911070088488
1980-01-23,9.93,226.24,9.18,-1.97,527.01,8.959256295523407
1980-01-24,0.0,346.53,14.73,-0.5,599.68,9.793817155928325
1980-01-25,0.0,308.8,16.73,4.71,856.98,7.093767313441819
1980-01-26,2.99,161.98,13.98,6.94,995.58,5.179186516042297
1980-01-27,0.0,265.63,11.48,2.47,720.0,4.099166579047695
1980-01-28,0.0,161.92,7.22,2.28,719.98,3.1909679956658707
