Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,260.31,4.72,-8.37,320.0,1.423909333257626
1980-01-02,0.0,214.87,2.4,-6.49,361.15,1.2572077527786847
1980-01-03,1.44,114.7,-1.75,-5.86,395.42,1.090506172299743
1980-01-04,0.0,237.23,-1.97,-11.98,245.09,0.8682373983278209
1980-01-05,2.82,140.26,-4.4,-10.9,269.64,0.7293194145953695
1980-01-06,0.0,281.77,-1.75,-16.72,164.3,0.6598604227291438
1980-01-07,2.35,235.74,0.63,-11.01,268.62,0.5904014308629181
1980-01-08,0.26,233.46,0.04,-9.39,297.19,0.5487260357431828
1980-01-09,0.0,227.03,-3.35,-12.18,240.37,0.5209424389966925
1980-01-10,0.0,280.04,-2.03,-15.37,194.65,0.503577691030136
1980-01-11,0.0,290.17,5.34,-10.14,280.0,0.5904014308629181
1980-01-12,8.57,223.63,6.77,-10.42,277.3,0.7640489105284822
1980-01-13,0.0,278.33,-2.0,-14.24,203.3,0.6598604227291438
1980-01-14,4.64,181.36,1.77,-7.43,349.57,0.7987784064615951
1980-01-15,2.51,144.17,4.16,-1.38,555.76,0.9724258861271593
1980-01-16,0.0,293.32,7.8,-6.18,385.93,1.007155382060272
1980-01-17,0.0,251.18,6.3,-3.49,472.72,0.8300349528013967
1980-01-18,0.09,117.01,4.15,0.33,626.15,0.8404538015813307
1980-01-19,0.0,142.37,2.53,-2.1,526.34,0.8161431544281516
1980-01-20,0.0,106.74,-0.97,-4.28,446.74,0.7432112129686146
1980-01-21,0.0,185.65,-0.65,-6.68,369.79,0.7084817170355018
1980-01-22,0.0,242.84,-0.11,-8.56,319.98,0.6945899186622566
1980-01-23,1.83,242.84,-0.29,-8.59,317.76,0.6598604227291438
1980-01-24,1.11,263.81,-5.97,-15.09,192.27,0.5904014308629181
1980-01-25,0.82,237.05,-6.14,-13.83,201.43,0.5487260357431828
1980-01-26,2.15,188.22,-4.16,-10.17,279.77,0.5174694894033812
1980-01-27,0.0,271.18,-2.66,-11.84,244.65,0.4896858926568909
1980-01-28,0.0,230.83,-2.58,-9.79,286.68,0.47232114469033454
1980-01-29,0.0,237.88,-5.08,-12.45,239.05,0.45842934631708937
1980-01-30,0.71,238.52,-7.13,-14.37,201.13,0.4375916487572217
1980-01-31,0.0,257.05,-7.43,-15.2,191.58,0.416753951197354
1980-02-01,0.0,271.81,-8.79,-17.07,160.88,0.3993892032307976
1980-02-02,0.0,280.54,-9.02,-17.69,158.73,0.38549740485755246
1980-02-03,0.0,277.52,-8.01,-16.4,161.64,0.3750785560776186
1980-02-04,0.0,263.57,-6.01,-13.74,210.2,0.3611867577043735
1980-02-05,0.0,355.86,-4.15,-17.37,159.42,0.3472949593311283
1980-02-06,0.0,346.04,-2.53,-14.57,200.0,0.3368761105511945
1980-02-07,0.67,308.64,-3.17,-12.55,239.54,0.3299302113645719
1980-02-08,0.0,340.83,-1.53,-12.76,239.37,0.319511362584638
1980-02-09,0.0,362.49,-1.9,-14.51,199.79,0.3090925138047042
1980-02-10,0.0,356.06,-2.82,-14.4,200.34,0.3021466146180816
1980-02-11,0.0,318.55,-2.62,-11.61,248.57,0.3021466146180816
1980-02-12,2.31,277.5,-3.45,-11.46,252.64,0.29867366502477033
1980-02-13,0.0,387.85,-2.19,-15.3,189.93,0.2882548162448365
1980-02-14,0.0,348.46,-1.26,-11.39,252.8,0.2778359674649027
1980-02-15,0.33,295.75,-2.25,-9.94,283.13,0.2674171186849688
1980-02-16,12.55,196.69,-3.25,-9.42,297.94,0.2639441690916575
1980-02-17,2.23,342.16,-5.54,-15.74,180.48,0.256998269905035
1980-02-18,0.0,355.87,-4.95,-14.42,200.0,0.2535253203117237
1980-02-19,0.0,437.85,2.44,-15.21,194.25,0.2500523707184124
1980-02-20,0.0,444.57,8.54,-11.71,244.47,0.29520071543145904
1980-02-21,0.0,360.42,8.72,-1.97,530.42,0.3993892032307976
1980-02-22,8.45,212.39,6.66,-0.74,583.03,0.5487260357431828
1980-02-23,3.32,148.7,4.66,-0.14,603.1,1.250261853592062
1980-02-24,1.22,181.28,2.57,-1.64,544.45,1.1460733657927236
1980-02-25,0.0,272.59,1.71,-4.86,429.02,1.041884877993385
1980-02-26,0.21,410.86,-0.76,-12.63,232.76,0.92033164222749
1980-02-27,1.01,325.92,-4.95,-12.9,229.95,0.7814136584950386
1980-02-28,1.65,380.88,-4.67,-14.58,199.7,0.7293194145953695
1980-02-29,0.0,439.24,-9.22,-22.2,108.33,0.6598604227291438
1980-03-01,0.0,392.04,-12.35,-22.56,102.85,0.5383071869632489
1980-03-02,0.0,461.36,-9.74,-24.28,82.07,0.43411869916391044
1980-03-03,0.0,480.96,-3.66,-20.51,120.0,0.3472949593311283
1980-03-04,0.0,485.26,3.1,-14.65,199.75,0.3542408585177509
1980-03-05,2.98,331.5,5.38,-6.5,360.23,0.3750785560776186
1980-03-06,5.97,311.23,3.26,-8.3,325.18,0.4098080520107314
1980-03-07,0.0,368.52,5.0,-4.46,440.0,0.5556719349298054
1980-03-08,15.81,306.6,10.34,-1.01,559.94,3.4729495933112835
1980-03-09,4.19,331.53,8.34,-4.43,442.65,5.556719349298053
1980-03-10,1.07,416.68,7.14,-4.44,439.69,3.6465970729768475
1980-03-11,6.86,370.94,5.95,-9.78,288.55,3.4069635510383685
1980-03-12,0.98,406.66,-2.55,-12.79,234.28,2.5421991023038593
1980-03-13,0.0,377.63,-0.58,-9.79,280.0,1.8615009820148478
1980-03-14,10.72,190.25,-1.51,-7.03,360.0,1.607975661703124
1980-03-15,0.11,400.59,1.07,-8.44,319.56,1.559354367396766
1980-03-16,0.0,541.32,7.91,-10.57,267.68,1.29888314789842
1980-03-17,0.0,481.65,10.26,-3.39,454.58,1.7191100486890851
1980-03-18,10.93,354.34,9.83,-3.32,478.91,8.57818549547887
