Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,235.08,-0.23,-15.44,192.48,0.08563488974448721
1980-01-02,0.0,182.67,-3.06,-13.97,206.2,0.08563488974448721
1980-01-03,0.0,194.07,-4.67,-16.28,172.48,0.08059754328892915
1980-01-04,0.0,238.45,-2.24,-17.33,160.01,0.08059754328892915
1980-01-05,0.0,181.28,-0.59,-11.27,256.08,0.08059754328892915
1980-01-06,4.33,182.65,-10.19,-25.86,80.05,0.08563488974448721
1980-01-07,0.0,199.65,-14.45,-26.0,79.19,0.08563488974448721
1980-01-08,6.9,233.43,-8.85,-31.1,44.65,0.08059754328892915
1980-01-09,16.64,182.26,-3.25,-16.82,164.12,0.08059754328892915
1980-01-10,18.18,130.08,-6.64,-16.17,172.16,0.08059754328892915
1980-01-11,1.06,311.95,-12.0,-36.17,32.31,0.07556019683337108
1980-01-12,18.68,157.99,-5.63,-16.73,162.53,0.08059754328892915
1980-01-13,13.12,110.3,-3.92,-10.97,269.42,0.08059754328892915
1980-01-14,0.0,159.65,-0.18,-8.36,327.65,0.09067223620004529
1980-01-15,0.0,276.04,-2.13,-18.16,153.06,0.09067223620004529
1980-01-16,0.0,303.77,-5.84,-24.63,91.03,0.09067223620004529
1980-01-17,0.0,328.66,-5.86,-28.51,63.69,0.08563488974448721
1980-01-18,4.64,247.02,-5.43,-25.07,85.29,0.08059754328892915
1980-01-19,0.0,334.83,-3.92,-26.44,75.02,0.07556019683337108
1980-01-20,0.0,355.0,-6.55,-34.02,39.92,0.07556019683337108
1980-01-21,0.0,309.12,-1.31,-19.38,120.98,0.08059754328892915
1980-01-22,0.0,313.36,-5.86,-23.85,92.76,0.08059754328892915
1980-01-23,0.0,337.21,0.03,-20.84,118.51,0.08059754328892915
1980-01-24,0.0,267.31,1.08,-12.61,231.82,0.07556019683337108
1980-01-25,7.79,226.88,-13.88,-29.86,56.21,0.070522850377813
1980-01-26,5.3,205.03,-20.58,-33.76,41.92,0.070522850377813
1980-01-27,2.24,328.49,-16.83,-42.69,7.7,0.070522850377813
1980-01-28,0.0,331.44,-21.84,-39.55,21.0,0.06548550392225494
1980-01-29,0.0,376.22,-13.18,-36.83,40.0,0.070522850377813
1980-01-30,0.0,328.72,-11.33,-28.16,65.18,0.07556019683337108
1980-01-31,0.0,355.92,-9.36,-28.78,59.66,0.08563488974448721
1980-02-01,0.0,326.56,-1.01,-17.54,158.88,0.09570958265560336
