Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,207.19,6.39,-7.94,335.67,0.010231276197174398
1980-01-02,0.0,183.28,1.33,-10.01,280.91,0.009301160179249451
1980-01-03,0.0,168.87,-4.21,-14.2,203.87,0.008603573165805742
1980-01-04,0.0,161.34,0.45,-8.89,308.72,0.009068631174768216
1980-01-05,0.0,180.63,-0.09,-10.88,272.91,0.008371044161324507
1980-01-06,0.0,223.75,0.85,-14.75,200.0,0.007673457147880797
1980-01-07,0.0,178.17,-9.55,-19.72,125.88,0.005813225112030908
1980-01-08,1.54,187.65,-11.04,-21.19,120.0,0.006743341129955852
1980-01-09,0.55,211.65,-12.54,-25.05,80.0,0.006743341129955852
1980-01-10,0.0,250.46,2.65,-14.72,200.0,0.007673457147880797
1980-01-11,0.0,260.69,4.01,-15.55,185.64,0.0069758701344370885
1980-01-12,0.0,267.81,4.42,-16.98,160.0,0.006743341129955852
1980-01-13,0.0,212.66,12.88,-0.37,590.88,0.009301160179249451
1980-01-14,0.0,212.68,11.2,-2.09,524.07,0.009766218188211925
1980-01-15,0.0,171.01,8.12,-1.95,531.95,0.010463805201655635
1980-01-16,0.0,135.7,2.79,-4.54,431.99,0.010231276197174398
1980-01-17,0.0,202.36,5.88,-6.2,300.56,0.01069633420613687
1980-01-18,0.0,190.03,4.02,-6.79,300.63,0.010928863210618107
1980-01-19,0.0,166.83,-0.95,-9.81,272.08,0.00999874719269316
1980-01-20,0.0,197.16,1.78,-9.15,253.59,0.009766218188211925
1980-01-21,0.0,234.77,5.55,-8.98,218.19,0.010463805201655635
1980-01-22,0.0,212.53,3.5,-8.41,251.95,0.00999874719269316
1980-01-23,0.0,258.7,7.06,-10.59,175.86,0.010928863210618107
1980-01-24,0.0,157.44,9.83,1.71,555.66,0.011626450224061816
1980-01-25,0.0,263.67,5.83,-12.36,147.23,0.012789095246467996
1980-01-26,0.0,203.4,-9.26,-19.75,121.88,0.010928863210618107
1980-01-27,0.0,192.27,-11.78,-21.33,115.91,0.010463805201655635
1980-01-28,0.39,168.51,-11.24,-18.95,137.65,0.011626450224061816
1980-01-29,0.0,238.9,-10.87,-22.86,81.05,0.012789095246467996
1980-01-30,5.1,186.53,-10.07,-21.44,119.78,0.011161392215099342
1980-01-31,0.0,316.87,-9.12,-27.81,40.05,0.00999874719269316
1980-02-01,0.0,305.01,-6.83,-23.18,80.0,0.01069633420613687
1980-02-02,0.08,210.24,-4.44,-13.38,199.49,0.010928863210618107
1980-02-03,0.0,167.27,-3.1,-9.76,267.77,0.011161392215099342
1980-02-04,2.81,183.92,2.84,-6.67,305.39,0.011626450224061816
1980-02-05,0.0,219.81,3.8,-5.07,320.13,0.011161392215099342
1980-02-06,0.0,174.36,-0.28,-7.05,333.02,0.010928863210618107
1980-02-07,0.0,192.44,-2.34,-9.61,269.69,0.01069633420613687
1980-02-08,0.0,229.75,-4.84,-13.54,195.14,0.00999874719269316
1980-02-09,0.0,355.24,-1.02,-20.37,82.24,0.009766218188211925
1980-02-10,0.0,320.79,0.67,-13.18,141.18,0.010928863210618107
1980-02-11,0.0,298.42,-2.54,-14.08,148.62,0.010463805201655635
1980-02-12,0.0,363.54,1.79,-16.43,95.78,0.011161392215099342
1980-02-13,0.0,305.27,1.13,-10.61,171.63,0.010928863210618107
1980-02-14,1.16,231.23,-4.2,-11.97,206.77,0.01069633420613687
1980-02-15,1.82,237.7,-7.57,-15.47,162.21,0.010231276197174398
1980-02-16,0.0,313.27,-8.06,-19.5,119.88,0.00999874719269316
1980-02-17,0.0,382.54,-2.15,-20.13,78.32,0.009301160179249451
1980-02-18,0.0,357.24,5.8,-9.0,155.64,0.010463805201655635
1980-02-19,0.0,273.4,6.87,-2.72,310.75,0.011161392215099342
1980-02-20,0.0,259.48,6.12,-2.63,331.83,0.012789095246467996
1980-02-21,2.12,155.01,2.95,-2.53,469.51,0.012789095246467996
1980-02-22,0.0,164.46,1.5,-3.25,447.65,0.013951740268874177
1980-02-23,0.06,350.87,6.06,-6.2,205.83,0.013951740268874177
1980-02-24,0.0,372.8,6.92,-6.46,185.24,0.01511438529128036
1980-02-25,0.0,415.07,3.27,-14.6,101.03,0.013951740268874177
1980-02-26,0.0,417.77,9.92,-8.21,134.69,0.01627703031368654
