Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,344.58,14.16,-2.39,514.95,0.07062374553039331
1980-01-02,0.0,355.31,17.85,-0.52,588.57,0.07062374553039331
1980-01-03,0.0,304.16,17.86,4.52,842.11,0.07062374553039331
1980-01-04,0.0,350.2,12.35,-4.3,444.31,0.0683455601907032
1980-01-05,0.0,358.46,15.14,-2.79,497.14,0.0683455601907032
1980-01-06,0.0,353.6,17.45,-0.11,605.45,0.0683455601907032
1980-01-07,0.0,349.57,19.85,2.5,733.25,0.0683455601907032
1980-01-08,0.0,179.41,8.61,2.2,716.55,0.0683455601907032
1980-01-09,0.0,305.25,13.57,0.69,645.85,0.0683455601907032
1980-01-10,0.48,256.42,13.38,3.48,788.93,0.0683455601907032
1980-01-11,1.61,204.44,16.81,9.13,1170.58,0.0683455601907032
1980-01-12,0.0,335.39,18.67,3.57,790.34,0.06606737485101309
1980-01-13,0.0,351.52,18.33,1.92,713.49,0.06606737485101309
1980-01-14,0.0,364.64,22.35,3.72,800.03,0.063789189511323
1980-01-15,0.0,358.3,26.33,7.65,1052.86,0.063789189511323
1980-01-16,0.0,217.88,22.71,14.21,1624.67,0.06606737485101309
1980-01-17,0.0,277.54,22.54,11.26,1341.06,0.07518011620977352
1980-01-18,7.8,270.3,18.34,3.6,794.48,0.07973648688915375
1980-01-19,2.13,282.93,20.25,7.31,1028.17,0.0683455601907032
1980-01-20,6.27,95.74,16.91,12.46,1436.49,0.07062374553039331
1980-01-21,4.72,176.22,13.72,5.38,896.32,0.07290193087008343
1980-01-22,9.97,69.12,8.33,5.49,903.63,0.07745830154946363
1980-01-23,0.0,297.7,10.51,-0.35,595.35,0.07518011620977352
1980-01-24,0.0,364.81,15.43,0.0,610.45,0.0683455601907032
1980-01-25,0.0,339.54,17.05,3.49,787.85,0.06606737485101309
1980-01-26,0.0,381.03,19.32,2.13,712.87,0.063789189511323
1980-01-27,0.0,405.24,21.07,0.48,630.52,0.063789189511323
1980-01-28,0.0,152.11,5.55,0.78,644.29,0.063789189511323
1980-01-29,2.0,168.8,6.08,0.77,640.64,0.063789189511323
1980-01-30,1.41,145.45,5.4,0.91,648.02,0.063789189511323
1980-01-31,0.0,371.53,12.76,-1.93,532.24,0.063789189511323
1980-02-01,0.0,226.08,4.24,-2.63,504.77,0.06151100417163288
1980-02-02,3.95,188.6,6.57,-1.12,560.91,0.06151100417163288
1980-02-03,0.35,367.32,10.47,-2.4,513.55,0.063789189511323
1980-02-04,0.0,430.35,19.44,-0.78,577.63,0.06151100417163288
1980-02-05,0.0,342.35,15.4,3.88,798.95,0.06151100417163288
1980-02-06,0.0,422.81,17.33,-0.29,598.66,0.06151100417163288
1980-02-07,0.0,392.55,16.93,2.21,719.1,0.05923281883194278
1980-02-08,6.28,198.03,16.63,8.47,1117.24,0.07290193087008343
1980-02-09,8.68,322.34,15.88,-1.84,535.84,0.0683455601907032
1980-02-10,0.0,272.44,2.94,-5.0,427.99,0.0683455601907032
1980-02-11,0.0,383.26,10.37,-2.46,518.7,0.06606737485101309
1980-02-12,0.0,341.9,12.22,1.6,687.52,0.06606737485101309
1980-02-13,0.0,319.22,12.7,3.27,775.07,0.063789189511323
1980-02-14,0.0,352.59,17.34,6.5,967.33,0.063789189511323
1980-02-15,3.64,249.92,19.97,11.44,1355.12,0.063789189511323
1980-02-16,14.35,358.47,27.33,-0.42,591.93,0.07062374553039331
1980-02-17,0.0,280.66,2.73,-4.75,432.32,0.07062374553039331
1980-02-18,3.69,292.5,8.18,-3.67,467.54,0.06606737485101309
1980-02-19,0.0,431.27,16.45,1.31,668.93,0.06606737485101309
1980-02-20,0.0,463.02,29.19,7.53,957.12,0.063789189511323
1980-02-21,0.0,454.68,29.45,8.68,1041.38,0.06151100417163288
1980-02-22,0.0,469.31,27.7,5.64,839.76,0.05923281883194278
1980-02-23,0.0,466.18,27.74,6.34,867.06,0.056954633492252674
1980-02-24,0.0,467.81,25.59,4.7,780.53,0.05467644815256257
1980-02-25,0.0,479.68,23.9,2.12,648.2,0.05467644815256257
1980-02-26,0.0,472.12,18.95,-0.32,506.56,0.05923281883194278
1980-02-27,0.0,453.61,18.62,0.91,562.97,0.056954633492252674
1980-02-28,0.0,462.58,23.36,4.05,666.33,0.05467644815256257
1980-02-29,0.0,406.12,25.41,9.69,1022.35,0.05467644815256257
1980-03-01,0.0,524.14,26.34,-3.73,347.31,0.06151100417163288
1980-03-02,0.0,407.85,4.74,-9.87,285.84,0.05012007747318235
1980-03-03,0.0,425.95,9.18,-6.75,356.26,0.04784189213349224
1980-03-04,0.0,464.49,17.77,-1.46,470.79,0.05012007747318235
1980-03-05,0.0,485.76,27.5,5.18,671.18,0.05012007747318235
1980-03-06,0.0,464.75,18.98,-0.22,497.71,0.04784189213349224
1980-03-07,0.0,471.11,23.76,3.68,613.45,0.04784189213349224
1980-03-08,0.0,291.41,24.78,14.15,1522.92,0.04784189213349224
1980-03-09,0.0,418.35,24.81,8.47,867.27,0.045563706793802145
1980-03-10,0.0,389.92,25.26,10.61,971.67,0.045563706793802145
1980-03-11,0.0,456.82,28.94,9.92,813.7,0.04328552145411203
1980-03-12,5.27,257.25,24.58,11.83,1296.28,0.04784189213349224
1980-03-13,0.0,429.14,27.19,10.18,911.81,0.05239826281287246
1980-03-14,0.0,377.15,21.07,7.26,843.46,0.04328552145411203
1980-03-15,0.0,285.12,19.48,9.54,1109.92,0.04100733611442193
1980-03-16,1.02,349.81,25.26,12.43,1146.21,0.04328552145411203
1980-03-17,0.0,380.84,23.23,9.57,928.01,0.045563706793802145
1980-03-18,0.0,495.23,16.86,-2.93,357.5,0.04100733611442193
1980-03-19,0.06,454.81,18.06,0.9,483.33,0.03872915077473182
1980-03-20,0.0,362.96,22.82,9.89,969.42,0.04100733611442193
1980-03-21,0.0,537.0,26.99,2.79,438.9,0.03872915077473182
1980-03-22,0.0,466.7,21.68,3.97,559.44,0.03872915077473182
1980-03-23,3.51,354.1,24.38,8.69,895.34,0.03872915077473182
1980-03-24,0.86,479.53,26.15,6.35,639.1,0.04100733611442193
1980-03-25,4.35,301.85,20.93,7.61,942.83,0.03872915077473182
1980-03-26,3.61,208.09,16.91,8.84,1144.4,0.03872915077473182
1980-03-27,26.13,127.47,16.49,11.4,1352.17,0.0683455601907032
1980-03-28,30.45,225.65,18.34,9.1,1168.35,0.2255403486293206
1980-03-29,2.26,434.25,26.83,9.47,1114.08,0.15036023241954705
1980-03-30,0.0,491.13,21.68,4.22,770.12,0.1366911203814064
1980-03-31,0.0,496.67,23.37,5.86,846.46,0.12985656436233609
1980-04-01,0.82,421.18,24.12,10.38,1210.1,0.11390926698450535
1980-04-02,2.91,224.73,22.76,14.27,1628.39,0.11390926698450535
1980-04-03,1.05,359.69,25.34,14.21,1609.19,0.1002401549463647
1980-04-04,0.0,433.81,23.86,10.36,1208.2,0.08884922824791418
1980-04-05,0.0,428.38,22.74,9.79,1174.27,0.07973648688915375
1980-04-06,0.0,471.82,25.9,10.86,1195.56,0.07745830154946363
1980-04-07,0.0,473.47,29.74,13.84,1426.9,0.07745830154946363
1980-04-08,0.0,541.39,31.23,10.74,1082.84,0.07290193087008343
1980-04-09,0.0,557.45,23.84,3.52,687.59,0.0683455601907032
1980-04-10,0.0,550.75,25.14,5.25,767.45,0.0683455601907032
1980-04-11,0.0,460.56,26.79,11.98,1279.83,0.0683455601907032
1980-04-12,7.81,455.82,27.92,8.52,1017.83,0.07062374553039331
1980-04-13,11.98,236.08,10.74,2.43,728.83,0.07518011620977352
1980-04-14,0.0,459.32,13.82,0.43,625.74,0.08657104290822407
1980-04-15,0.0,569.67,23.81,2.6,663.21,0.08884922824791418
1980-04-16,0.0,574.22,28.87,5.93,805.89,0.08429285756853395
1980-04-17,0.0,535.17,27.75,8.44,989.08,0.07745830154946363
1980-04-18,0.0,527.21,26.21,7.79,941.52,0.07290193087008343
1980-04-19,0.0,535.44,24.93,6.09,834.14,0.0683455601907032
1980-04-20,0.0,536.06,27.07,8.11,926.81,0.06606737485101309
1980-04-21,0.0,529.45,27.23,8.73,954.71,0.063789189511323
1980-04-22,0.0,480.78,26.1,10.51,1093.0,0.063789189511323
1980-04-23,0.0,371.25,26.11,14.96,1614.84,0.063789189511323
1980-04-24,0.0,384.11,28.28,16.5,1742.57,0.063789189511323
1980-04-25,29.74,369.15,29.74,12.84,1398.29,0.10707471096543503
1980-04-26,0.0,502.66,26.66,9.59,1092.47,0.1002401549463647
1980-04-27,0.0,498.78,23.01,6.49,904.83,0.08201467222884386
1980-04-28,0.0,507.66,24.59,7.44,950.03,0.07745830154946363
1980-04-29,0.0,522.18,27.78,9.36,1044.31,0.07973648688915375
1980-04-30,0.0,440.11,29.26,14.69,1561.21,0.07290193087008343
1980-05-01,0.0,306.16,26.17,16.83,1906.21,0.07290193087008343
1980-05-02,1.03,399.77,26.83,13.54,1507.86,0.07290193087008343
1980-05-03,0.0,408.12,28.01,14.9,1623.12,0.0683455601907032
1980-05-04,0.0,393.93,25.65,13.37,1498.68,0.06606737485101309
1980-05-05,0.0,416.44,27.61,14.28,1549.89,0.06606737485101309
1980-05-06,0.0,472.59,30.09,14.08,1438.31,0.063789189511323
1980-05-07,12.59,352.88,30.71,14.38,1622.79,0.07518011620977352
1980-05-08,0.0,444.7,29.84,15.15,1624.35,0.07745830154946363
1980-05-09,13.85,339.75,25.44,11.08,1326.75,0.07518011620977352
1980-05-10,0.0,420.94,26.53,13.52,1508.09,0.06606737485101309
1980-05-11,0.78,295.25,26.53,17.55,2006.17,0.07745830154946363
1980-05-12,1.79,259.8,27.58,19.61,2281.85,0.08657104290822407
1980-05-13,11.09,254.02,28.3,18.2,2094.1,0.15263841775923717
1980-05-14,36.34,274.94,26.2,15.51,1760.71,0.37817876638855774
1980-05-15,8.64,162.8,23.02,17.22,1963.62,0.3964042491060786
1980-05-16,12.36,295.81,26.67,15.55,1764.63,0.39412606376638853
1980-05-17,5.41,371.26,29.41,15.29,1731.6,0.34628417163289626
1980-05-18,0.0,472.63,30.5,16.01,1808.49,0.2847731674612634
1980-05-19,13.83,274.2,27.93,17.96,2070.67,0.2961640941597139
1980-05-20,0.0,473.72,27.09,13.57,1554.17,0.3029986501787842
1980-05-21,21.6,362.01,28.39,14.36,1637.57,1.1482054112038138
1980-05-22,0.0,473.48,27.73,14.29,1631.19,1.1595963379022645
1980-05-23,0.0,470.09,27.92,14.54,1656.96,0.5809372616209773
1980-05-24,0.0,430.52,29.54,17.39,1985.61,0.4670279946364719
1980-05-25,0.0,377.78,32.0,21.35,2538.42,0.4077951758045292
1980-05-26,0.0,440.98,32.95,19.89,2325.8,0.3690660250297973
1980-05-27,0.0,393.74,31.99,21.06,2489.61,0.3235023182359952
