basin,nse_1day(s),nse_2day(s),nse_3day(s),nse_4day(s),nse_5day(s),nse_6day(s),nse_7day(s),nse_all
09/05062500,0.4069758355617523,0.4181901812553406,0.43953773379325867,0.4623974859714508,0.4852072298526764,0.5120556950569153,0.5607042908668518,0.46925464272499084
09/05087500,0.3608611226081848,0.4007806181907654,0.447765588760376,0.49029403924942017,0.5263028144836426,0.5701801776885986,0.6033169031143188,0.48564568161964417
09/05120500,0.4183158874511719,0.43965694308280945,0.46917614340782166,0.5069195628166199,0.5386767387390137,0.5723460912704468,0.595867931842804,0.5058519840240479
09/05123400,0.36798226833343506,0.3800966441631317,0.39457470178604126,0.41673222184181213,0.44113224744796753,0.46292340755462646,0.4848107397556305,0.421178936958313
09/05129115,0.0216326005756855,0.03303683549165726,0.04866069555282593,0.07048594951629639,0.09277284890413284,0.11321469396352768,0.13262270390987396,0.07320961356163025
09/05131500,0.1271435022354126,0.15791361033916473,0.18789921700954437,0.217131569981575,0.24801018834114075,0.28392353653907776,0.32099252939224243,0.2204318344593048
10/06037500,0.027815556153655052,0.05013769119977951,0.06677480041980743,0.08725864440202713,0.09746424853801727,0.10981884598731995,0.12266790866851807,0.08025291562080383
10/06043500,0.020528264343738556,0.03368993476033211,0.045501407235860825,0.059843432158231735,0.07122619450092316,0.0834159180521965,0.09276101738214493,0.058136288076639175
10/06154410,0.6519094705581665,0.6776858568191528,0.7071385979652405,0.7356442809104919,0.7658435106277466,0.7826829552650452,0.801020085811615,0.7317028045654297
10/06188000,0.03254665806889534,0.03965311124920845,0.046466413885354996,0.05319809913635254,0.05980109050869942,0.06750044226646423,0.06963793933391571,0.0526854582130909
10/06191500,0.01763170212507248,0.028664806857705116,0.03755945339798927,0.0467519648373127,0.05391784384846687,0.06028680503368378,0.06533508002758026,0.044305067509412766
10/06221400,0.02807818166911602,0.040855374187231064,0.05173017829656601,0.06113496795296669,0.06831779330968857,0.07472339272499084,0.08309808373451233,0.05825892463326454
10/06224000,0.037072960287332535,0.05539867654442787,0.07285010069608688,0.09127705544233322,0.10354384779930115,0.11129700392484665,0.12039531022310257,0.0845440998673439
10/06278300,0.12875919044017792,0.19261087477207184,0.24505504965782166,0.2902599573135376,0.31809642910957336,0.3252207338809967,0.32892322540283203,0.2612733244895935
10/06280300,0.04787347838282585,0.06617341190576553,0.08433668315410614,0.10535786300897598,0.11624806374311447,0.1295708566904068,0.14191381633281708,0.09878155589103699
10/06289000,0.08749860525131226,0.10655730217695236,0.12332168966531754,0.13491371273994446,0.1491028219461441,0.15755651891231537,0.16788379848003387,0.13240444660186768
10/06291500,0.061796754598617554,0.07848739624023438,0.09085272997617722,0.10551771521568298,0.12018270790576935,0.1383339911699295,0.15709376335144043,0.10746562480926514
10/06311000,0.15587155520915985,0.21459677815437317,0.25162649154663086,0.2732601761817932,0.29683995246887207,0.30296045541763306,0.3161124885082245,0.2587518095970154
10/06332515,0.44793716073036194,0.6464642882347107,0.7189485430717468,0.7855331897735596,0.8112756609916687,0.8322688341140747,0.8474646210670471,0.7271270751953125
10/06339100,0.6596500873565674,0.757088840007782,0.79524827003479,0.8430055975914001,0.8618611693382263,0.8688142895698547,0.8678093552589417,0.8076393008232117
10/06339500,0.625174880027771,0.6790409088134766,0.7312413454055786,0.7747804522514343,0.8075416684150696,0.8294433355331421,0.8353629112243652,0.7546539306640625
10/06344600,0.881894588470459,0.9094094634056091,0.9286406636238098,0.9373263120651245,0.9438436627388,0.9489712715148926,0.9536324739456177,0.9291024208068848
10/06350000,0.7065904140472412,0.7544808983802795,0.8084798455238342,0.8526845574378967,0.8923079371452332,0.9202183485031128,0.9284071326255798,0.8375953435897827
10/06352000,0.6988758444786072,0.7244460582733154,0.7596381902694702,0.7898401618003845,0.821911096572876,0.8770194053649902,0.9145113825798035,0.7980342507362366
10/06353000,0.6276276111602783,0.6522374749183655,0.6825196743011475,0.707760214805603,0.7373295426368713,0.7646796107292175,0.7964697480201721,0.7098028659820557
10/06354000,0.627421498298645,0.644199550151825,0.655296266078949,0.6699960827827454,0.6855304837226868,0.7027769684791565,0.7264611124992371,0.6730970144271851
10/06360500,0.5660138726234436,0.6165380477905273,0.6546329855918884,0.6846423149108887,0.7260258793830872,0.7527938485145569,0.7660568952560425,0.680957019329071
10/06404000,0.2933848798274994,0.3210788667201996,0.3432937562465668,0.3600466847419739,0.354279488325119,0.35378867387771606,0.34853142499923706,0.33920636773109436
10/06406000,0.5302714109420776,0.5561036467552185,0.5781795978546143,0.5614896416664124,0.5734358429908752,0.5790767669677734,0.589867889881134,0.5669183135032654
10/06408700,0.034428711980581284,0.035571593791246414,0.03867938369512558,0.040846485644578934,0.04254743456840515,0.04497901722788811,0.0440659299492836,0.040159549564123154
10/06409000,0.26268476247787476,0.29001128673553467,0.310352623462677,0.3205181360244751,0.3310220539569855,0.33098769187927246,0.3421807587146759,0.3125340938568115
10/06431500,0.37416890263557434,0.419193834066391,0.45144888758659363,0.47741708159446716,0.49569109082221985,0.509179413318634,0.5168007016181946,0.46341872215270996
10/06440200,0.41729745268821716,0.5488994121551514,0.5785384774208069,0.5727530717849731,0.5781224370002747,0.5651069283485413,0.592373788356781,0.5504416227340698
10/06441500,0.4718623757362366,0.5324779152870178,0.5921773910522461,0.6542338132858276,0.7224579453468323,0.7766475081443787,0.8007826805114746,0.6500913500785828
10/06447000,0.3818748891353607,0.4917517602443695,0.5090446472167969,0.5395203828811646,0.5449231266975403,0.5487108826637268,0.5496101975440979,0.5093504786491394
10/06447500,0.194170743227005,0.2375423014163971,0.2762129008769989,0.3142339289188385,0.35252025723457336,0.3889180123806,0.42729082703590393,0.31298649311065674
10/06450500,0.49794480204582214,0.554371178150177,0.5876263380050659,0.605496346950531,0.6148524880409241,0.6194348931312561,0.6210637092590332,0.5858148336410522
10/06452000,0.3449147939682007,0.45164355635643005,0.5308618545532227,0.5588303208351135,0.6005411148071289,0.6197656393051147,0.6367024183273315,0.5347498655319214
10/06453600,0.43306270241737366,0.4982464611530304,0.5330472588539124,0.5593541264533997,0.5779891014099121,0.5737311244010925,0.592194676399231,0.5382325649261475
10/06464500,0.19598600268363953,0.23309598863124847,0.26874876022338867,0.2982650101184845,0.33793580532073975,0.3729511499404907,0.41243287920951843,0.3027768135070801
10/06468170,0.5227943062782288,0.5290246605873108,0.5392792224884033,0.5569494366645813,0.5908694863319397,0.6243534684181213,0.6567678451538086,0.574291467666626
10/06468250,0.4106912314891815,0.4162590503692627,0.42769771814346313,0.45180779695510864,0.48783060908317566,0.5244231820106506,0.559187114238739,0.46827247738838196
10/06470800,0.6952815055847168,0.7148601412773132,0.7318112850189209,0.7561852931976318,0.7722946405410767,0.7917307019233704,0.8132185339927673,0.7536260485649109
10/06477500,0.4782051146030426,0.5233652591705322,0.5771772861480713,0.6276499032974243,0.6712746024131775,0.7190824151039124,0.7385621070861816,0.6193310618400574
10/06479215,0.2968601584434509,0.4028339982032776,0.4909273087978363,0.5308402180671692,0.563170850276947,0.5972505807876587,0.6092435121536255,0.4987318813800812
10/06479438,0.5857219696044922,0.6681696772575378,0.7239102721214294,0.7677077651023865,0.7985928058624268,0.8332586288452148,0.8577650785446167,0.7478747963905334
10/06601000,0.6529801487922668,0.6759085655212402,0.7041638493537903,0.6969102025032043,0.6915199756622314,0.706188976764679,0.7143875360488892,0.6917219758033752
10/06614800,0.0762883648276329,0.10474611073732376,0.1294245719909668,0.1497064083814621,0.17675478756427765,0.2033911794424057,0.22691600024700165,0.15246053040027618
10/06622700,0.08951810747385025,0.1063782125711441,0.11648383736610413,0.12874409556388855,0.13814465701580048,0.15323948860168457,0.1635729968547821,0.12801119685173035
10/06623800,0.05485357716679573,0.058964964002370834,0.06378121674060822,0.06984423846006393,0.07674725353717804,0.08432289212942123,0.0926603153347969,0.07159598916769028
10/06632400,0.0800580158829689,0.1024160161614418,0.1155974343419075,0.13005350530147552,0.1393444836139679,0.15302565693855286,0.16245199739933014,0.1261347085237503
10/06746095,0.03576638922095299,0.052219390869140625,0.07373955100774765,0.09800685942173004,0.1237785667181015,0.1499173492193222,0.17713354527950287,0.10150487720966339
10/06784000,0.4368254244327545,0.48689791560173035,0.5123599171638489,0.5374181866645813,0.56477290391922,0.5698571801185608,0.577806830406189,0.5265647768974304
10/06803510,0.5500497221946716,0.5529881715774536,0.5641648173332214,0.5495577454566956,0.5469237565994263,0.5578416585922241,0.5792126655578613,0.5572482943534851
10/06803530,0.5204979181289673,0.5272858142852783,0.520753026008606,0.5735934972763062,0.5387097597122192,0.5216517448425293,0.6207579970359802,0.5461782813072205
10/06814000,0.33220818638801575,0.3898757994174957,0.3498534858226776,0.36852115392684937,0.37142398953437805,0.36279088258743286,0.38971731066703796,0.3663415312767029
10/06847900,0.8422287106513977,0.8637732863426208,0.9174702167510986,0.8872575759887695,0.8760160803794861,0.8885314464569092,0.8622828722000122,0.8767945170402527
10/06853800,0.6617060899734497,0.6375216841697693,0.6405772566795349,0.6560487151145935,0.6621105074882507,0.6622879505157471,0.6988300085067749,0.6598688960075378
10/06876700,0.1773717999458313,0.3438257575035095,0.3936147689819336,0.40132445096969604,0.3719662129878998,0.3664734363555908,0.41615423560142517,0.35296183824539185
10/06878000,0.48760631680488586,0.5196749567985535,0.5578551292419434,0.5873333811759949,0.6017245054244995,0.575053870677948,0.5637914538383484,0.5561486482620239
10/06879650,0.7136245965957642,0.7131053805351257,0.7320443391799927,0.7452626824378967,0.7336453795433044,0.7636688351631165,0.8047788143157959,0.7437328696250916
10/06885500,0.3142106533050537,0.3509427011013031,0.35583221912384033,0.35912197828292847,0.37037208676338196,0.3751203417778015,0.3709792196750641,0.3566541373729706
10/06888500,0.40447887778282166,0.41611623764038086,0.45824503898620605,0.4375835359096527,0.4723528325557709,0.5024438500404358,0.47704052925109863,0.45260870456695557
10/06889200,0.6926600933074951,0.6959663033485413,0.7078214883804321,0.6965205073356628,0.6975421905517578,0.695142388343811,0.7028615474700928,0.6983591318130493
10/06889500,0.5844515562057495,0.5882200598716736,0.5981399416923523,0.6050249338150024,0.6000782251358032,0.5886090397834778,0.601737380027771,0.595180094242096
10/06892000,0.4348028004169464,0.44315358996391296,0.4386415183544159,0.45314082503318787,0.46273136138916016,0.4754885137081146,0.46123722195625305,0.45274224877357483
10/06903400,0.23809859156608582,0.31327322125434875,0.3473719656467438,0.3671749234199524,0.35543617606163025,0.3629554510116577,0.3550046682357788,0.33418768644332886
10/06906800,0.27917301654815674,0.3408557176589966,0.3214700222015381,0.331633597612381,0.3385162949562073,0.3499971330165863,0.33631306886672974,0.3282800018787384
10/06910800,0.4224967062473297,0.467191219329834,0.41870930790901184,0.42976510524749756,0.4322276711463928,0.4324060380458832,0.4575696885585785,0.4371950924396515
10/06911900,0.5545613765716553,0.5588331818580627,0.5315946340560913,0.5493115186691284,0.5556293725967407,0.5404519438743591,0.554936408996582,0.5493311882019043
10/06917000,0.43914201855659485,0.4653831422328949,0.4717460572719574,0.4682368338108063,0.47355958819389343,0.4701076149940491,0.46509531140327454,0.46475285291671753
10/06918460,0.3537290394306183,0.3807634711265564,0.39878562092781067,0.3790737986564636,0.3940823972225189,0.3860684335231781,0.3925527334213257,0.38357946276664734
10/06919500,0.1795376092195511,0.22173210978507996,0.2079555094242096,0.22301776707172394,0.21612600982189178,0.23174028098583221,0.2479318380355835,0.21829167008399963
10/06921070,0.3498580753803253,0.36786869168281555,0.3672541677951813,0.3538743555545807,0.3705398142337799,0.3861009478569031,0.3508725166320801,0.3637669086456299
10/06921200,0.42182520031929016,0.4488440155982971,0.3910658657550812,0.40204373002052307,0.40823128819465637,0.4034266173839569,0.41593626141548157,0.4130532741546631
10/06934000,0.3390688896179199,0.3673793375492096,0.386126309633255,0.41235992312431335,0.4338015913963318,0.4394042193889618,0.46077248454093933,0.40555766224861145
11/07056000,0.4642447233200073,0.47257158160209656,0.48043566942214966,0.47993651032447815,0.48592695593833923,0.48989856243133545,0.48406079411506653,0.4795819818973541
11/07057500,0.5646947622299194,0.5740005373954773,0.5819135308265686,0.5826513171195984,0.5854914784431458,0.5895468592643738,0.5922331213951111,0.5815045237541199
11/07060710,0.6809805631637573,0.6938325762748718,0.6892368197441101,0.6857458353042603,0.7154247164726257,0.7058104872703552,0.7106841206550598,0.6973878145217896
11/07066000,0.4470466673374176,0.48213380575180054,0.493681401014328,0.5068837404251099,0.49821457266807556,0.49867555499076843,0.537975549697876,0.49494433403015137
11/07067000,0.3998787999153137,0.43341800570487976,0.43866315484046936,0.4480172097682953,0.44887611269950867,0.44905561208724976,0.45242181420326233,0.4386185109615326
11/07068000,0.4580102562904358,0.47971534729003906,0.4843508005142212,0.48175299167633057,0.4794674515724182,0.48167234659194946,0.48815834522247314,0.47901809215545654
11/07071500,0.5744204521179199,0.5844995379447937,0.5853559374809265,0.58641517162323,0.5922160744667053,0.6109943389892578,0.6127585172653198,0.5923793315887451
11/07083000,0.01995241269469261,0.03839625045657158,0.05101564899086952,0.06370091438293457,0.07015781849622726,0.07587149739265442,0.08270018547773361,0.057397741824388504
