basin,nse_1day(s),nse_2day(s),nse_3day(s),nse_4day(s),nse_5day(s),nse_6day(s),nse_7day(s),nse_all
17/13018300,0.017913658171892166,0.03000670112669468,0.04516669362783432,0.060328200459480286,0.07776564359664917,0.09418492019176483,0.1093854308128357,0.06210625171661377
17/13023000,0.012539169751107693,0.020171934738755226,0.0277725737541914,0.0346500501036644,0.03948172554373741,0.04313125088810921,0.04859602078795433,0.03233440965414047
17/13083000,0.04131974279880524,0.05974244326353073,0.06763838231563568,0.07856498658657074,0.08755148947238922,0.09669477492570877,0.10700912028551102,0.07693300396203995
17/13161500,0.03559686243534088,0.052354954183101654,0.0673423781991005,0.08059532940387726,0.0907551720738411,0.09745042026042938,0.10742442309856415,0.0759311094880104
17/13235000,0.02130708284676075,0.03232527896761894,0.042441096156835556,0.04891892895102501,0.054251380264759064,0.05912141129374504,0.06708309799432755,0.04649213328957558
17/13240000,0.06614169478416443,0.08331973850727081,0.10142472386360168,0.12041692435741425,0.14092321693897247,0.1514197438955307,0.16924798488616943,0.1189834326505661
17/13310700,0.04143202677369118,0.04744388535618782,0.055178605020046234,0.0610443614423275,0.06705060601234436,0.07523797452449799,0.08286262303590775,0.06146368011832237
17/13313000,0.0281507670879364,0.037890661507844925,0.05361796170473099,0.06809517741203308,0.07933753728866577,0.09616973996162415,0.11023631691932678,0.06764200329780579
17/13331500,0.03437298163771629,0.05085412785410881,0.0653412714600563,0.07420622557401657,0.08183982968330383,0.0871487483382225,0.09321331232786179,0.06956559419631958
17/13337000,0.02287393994629383,0.02966582402586937,0.03586875647306442,0.040823809802532196,0.0482461079955101,0.05390527471899986,0.0590423159301281,0.04148979112505913
17/13338500,0.034413889050483704,0.041953735053539276,0.049493417143821716,0.05505664274096489,0.06055643409490585,0.06560574471950531,0.07047609984874725,0.0539361946284771
17/13340000,0.023055486381053925,0.03169884532690048,0.036598216742277145,0.04011617973446846,0.04390319064259529,0.04813166707754135,0.051576558500528336,0.03929625079035759
17/13340600,0.028823474422097206,0.0415133535861969,0.048420604318380356,0.055031899362802505,0.06057552248239517,0.06705324351787567,0.07438326627016068,0.05368611216545105
17/14020000,0.09975790232419968,0.14354641735553741,0.16235005855560303,0.1728419065475464,0.18345625698566437,0.19565139710903168,0.19199369847774506,0.1642267256975174
17/14092750,0.20419590175151825,0.24820908904075623,0.26363155245780945,0.27466440200805664,0.28984513878822327,0.2893368601799011,0.2957473695278168,0.26652246713638306
17/14096850,0.1540163904428482,0.2211974859237671,0.265165239572525,0.29633665084838867,0.3203790485858917,0.3225998878479004,0.3029153347015381,0.2689477503299713
17/14137000,0.18354761600494385,0.20315973460674286,0.21542736887931824,0.21779179573059082,0.2333492785692215,0.23171132802963257,0.23816482722759247,0.21759413182735443
17/14138800,0.21173489093780518,0.2526840567588806,0.2594253122806549,0.28352025151252747,0.28924429416656494,0.2846844494342804,0.29609307646751404,0.268197625875473
17/14138870,0.16416983306407928,0.18545037508010864,0.20570383965969086,0.20665980875492096,0.20260754227638245,0.20323622226715088,0.2121044099330902,0.197135329246521
17/14138900,0.17992551624774933,0.21308384835720062,0.21251149475574493,0.2161293774843216,0.21091394126415253,0.21963584423065186,0.22003644704818726,0.21032093465328217
17/14139800,0.2200457602739334,0.2312059998512268,0.25188741087913513,0.25220170617103577,0.24729394912719727,0.25302234292030334,0.25174325704574585,0.24391551315784454
17/14141500,0.1633407324552536,0.196555033326149,0.21119903028011322,0.20331628620624542,0.19947277009487152,0.20394274592399597,0.2070019394159317,0.19783924520015717
17/14154500,0.15847966074943542,0.17772963643074036,0.1752985566854477,0.17769278585910797,0.17830362915992737,0.17458316683769226,0.17956297099590302,0.17452342808246613
17/14158500,0.035947948694229126,0.05412554740905762,0.06565555185079575,0.07623361796140671,0.08954359591007233,0.1004360094666481,0.11656788736581802,0.07696197181940079
17/14158790,0.17027688026428223,0.21610096096992493,0.2369110882282257,0.2407141923904419,0.2615978717803955,0.2668098509311676,0.2732064425945282,0.23794464766979218
17/14166500,0.15845239162445068,0.17054492235183716,0.17314468324184418,0.17871451377868652,0.18543265759944916,0.18579044938087463,0.18098965287208557,0.17615407705307007
