Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,257.92,6.33,-8.28,320.0,1.4260834693401725
1980-01-02,0.0,241.02,4.99,-7.01,360.0,1.3547792958731637
1980-01-03,0.0,192.17,2.09,-6.01,392.75,1.2549534530193516
1980-01-04,0.0,231.26,-0.94,-11.55,246.44,1.1979101142457447
1980-01-05,0.05,191.8,-1.79,-9.66,294.22,1.1123451060853344
1980-01-06,0.0,242.08,-0.76,-12.11,241.01,1.083823436698531
1980-01-07,0.0,235.78,-0.18,-10.85,269.32,1.0267800979249242
1980-01-08,0.67,159.59,1.01,-5.42,413.17,1.0125192632315225
1980-01-09,0.0,219.33,0.35,-8.93,320.0,0.9126934203777103
1980-01-10,0.0,237.72,-1.58,-12.06,240.0,0.9982584285381207
1980-01-11,0.0,270.77,4.58,-9.59,292.03,2.424341897878293
1980-01-12,20.46,212.69,12.39,-5.01,423.94,2.210429377477267
1980-01-13,0.0,238.6,-1.08,-11.23,259.22,1.7398218325950103
1980-01-14,0.0,246.16,2.65,-8.07,332.66,1.6827784938214034
1980-01-15,0.98,170.7,7.48,0.94,640.0,1.5116484775005825
1980-01-16,0.0,276.24,8.96,-5.05,433.87,1.4546051387269758
1980-01-17,0.0,254.51,6.47,-4.73,440.0,1.3690401305665656
1980-01-18,0.0,176.3,4.26,-2.23,520.67,1.3262576264863604
1980-01-19,2.38,117.64,4.74,0.2,618.79,1.24069261832595
1980-01-20,0.0,111.17,3.07,-0.76,579.8,1.1693884448589413
1980-01-21,0.0,237.5,2.18,-7.18,360.0,1.0695626020051294
1980-01-22,0.0,251.39,2.1,-7.96,334.41,1.0125192632315225
1980-01-23,0.0,170.67,1.92,-4.08,452.93,1.0267800979249242
1980-01-24,0.19,287.58,1.03,-11.79,248.66,0.9126934203777103
1980-01-25,0.0,215.02,-4.81,-12.46,239.57,0.8984325856843086
1980-01-26,0.59,219.19,-2.83,-10.54,277.65,0.8556500816041034
1980-01-27,0.0,255.15,0.45,-9.25,299.61,0.8271284122172999
1980-01-28,0.0,262.58,1.82,-8.08,332.33,0.8556500816041034
1980-01-29,0.0,253.41,-0.85,-10.02,280.0,0.9697367591513173
1980-01-30,0.0,244.0,-3.75,-12.19,243.27,1.0553017673117275
1980-01-31,0.0,222.56,-5.33,-12.5,233.51,0.9126934203777103
1980-02-01,0.0,263.32,-6.74,-15.59,182.42,0.7273025693634879
1980-02-02,0.0,254.56,-6.81,-15.15,197.63,0.670259230589881
1980-02-03,0.0,273.46,-5.0,-14.11,200.13,0.7273025693634879
1980-02-04,0.0,251.27,-3.59,-11.55,255.14,0.7415634040568897
1980-02-05,0.0,290.41,-2.04,-11.87,240.0,0.7130417346700862
1980-02-06,0.0,333.76,-1.8,-14.7,200.0,0.7415634040568897
1980-02-07,0.0,289.17,-1.47,-10.98,265.54,0.6987808999766845
1980-02-08,0.0,301.6,1.55,-8.71,320.0,0.6274767265096758
1980-02-09,0.0,342.88,2.22,-11.07,274.45,0.6132158918162741
1980-02-10,0.0,339.41,0.59,-11.89,240.0,0.5989550571228723
1980-02-11,0.0,349.79,0.91,-12.08,240.0,0.5989550571228723
1980-02-12,0.2,328.41,0.37,-10.62,280.0,0.5846942224294707
1980-02-13,0.0,360.68,0.88,-12.65,240.0,0.570433387736069
1980-02-14,0.0,368.75,3.3,-11.22,258.98,0.570433387736069
1980-02-15,0.0,343.49,3.39,-8.29,324.6,0.5561725530426672
1980-02-16,9.5,185.08,-0.0,-6.7,368.8,0.5561725530426672
