Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1984-02-01,2.29,175.7,6.13,-0.93,571.74,10.004381725888326
1984-02-02,0.0,209.86,5.56,-1.78,539.31,9.314424365482234
1984-02-03,0.0,250.61,7.95,-1.4,560.47,7.819516751269035
1984-02-04,0.0,254.74,8.61,-1.04,566.84,6.554594923857867
1984-02-05,0.0,266.4,11.18,-0.17,608.34,6.209616243654821
1984-02-06,1.83,209.81,8.79,1.21,669.41,6.669587817258883
1984-02-07,0.6,223.32,6.28,-0.98,576.24,6.3246091370558375
1984-02-08,6.39,147.2,5.78,0.13,625.85,6.232614822335026
1984-02-09,13.75,96.99,4.43,0.59,645.0,6.025627614213197
1984-02-10,13.09,105.62,3.56,-0.35,602.06,5.9681311675126905
1984-02-11,30.88,120.98,3.12,-1.14,570.13,6.094623350253807
1984-02-12,25.89,120.62,4.36,0.02,615.35,10.694339086294415
1984-02-13,20.51,141.09,4.32,-0.77,583.79,11.280802842639593
1984-02-14,8.22,107.14,2.99,-0.84,580.69,9.268427208121828
1984-02-15,6.24,167.34,4.41,-1.59,549.89,8.302486903553298
1984-02-16,2.08,187.81,3.78,-1.87,536.28,7.210054416243654
1984-02-17,0.0,260.85,3.89,-3.71,469.5,6.41660345177665
1984-02-18,0.0,265.6,4.63,-2.83,503.87,5.841638984771574
1984-02-19,0.0,216.04,4.56,-0.84,582.6,5.3931667005076145
1984-02-20,12.87,116.44,4.21,0.58,644.13,5.266674517766496
1984-02-21,18.14,172.64,3.43,-1.89,539.51,5.197678781725888
1984-02-22,13.1,133.89,1.2,-2.76,505.47,5.197678781725888
1984-02-23,8.19,115.33,1.42,-2.12,527.52,5.14018233502538
1984-02-24,9.03,135.13,2.91,-1.45,553.54,5.002190862944163
1984-02-25,8.35,160.8,2.94,-1.88,536.33,4.875698680203045
1984-02-26,4.22,161.54,0.87,-3.8,469.23,4.519220710659898
1984-02-27,3.85,219.86,3.82,-2.37,525.34,4.30073421319797
1984-02-28,4.51,219.82,5.51,-0.64,593.71,3.932756954314721
1984-02-29,6.47,190.18,4.81,-0.95,576.61,3.8867597969543146
1984-03-01,9.08,180.82,5.37,-0.09,611.95,3.8407626395939087
1984-03-02,7.79,176.59,4.25,-1.02,572.1,3.8407626395939087
1984-03-03,1.22,323.29,4.59,-3.87,463.5,3.7372690355329947
1984-03-04,0.0,373.09,7.26,-3.53,472.5,3.5992775634517766
1984-03-05,0.0,393.36,12.02,-0.77,577.84,3.5072832487309644
1984-03-06,0.0,382.73,12.59,0.62,636.4,3.461286091370558
1984-03-07,0.0,388.94,13.96,1.84,702.58,3.725769746192893
1984-03-08,0.0,370.19,13.83,3.63,797.07,4.346731370558376
1984-03-09,0.0,368.96,13.67,3.96,814.87,5.071186598984771
1984-03-10,8.18,261.19,9.65,2.27,724.25,5.577155329949239
1984-03-11,19.37,225.43,7.11,0.71,649.07,6.554594923857867
1984-03-12,22.29,141.86,5.13,1.11,665.36,7.348045888324872
