Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1987-08-20,0.0,429.09,22.93,7.79,928.4,
1987-08-21,0.0,416.05,19.32,5.1,780.32,
1987-08-22,0.0,431.17,22.39,6.59,847.35,
1987-08-23,0.0,417.88,24.65,9.13,1011.51,
1987-08-24,0.0,398.42,24.72,10.02,1082.02,
1987-08-25,0.0,432.2,26.61,8.95,978.59,
1987-08-26,0.0,412.09,27.08,10.61,1108.33,
1987-08-27,0.0,376.73,25.39,11.19,1188.92,
1987-08-28,0.0,413.52,25.84,9.26,981.33,
1987-08-29,0.0,387.4,24.47,9.87,945.66,
1987-08-30,0.0,403.65,27.18,11.15,877.55,
1987-08-31,0.0,414.41,30.61,13.21,834.36,
1987-09-01,0.0,407.36,32.56,15.22,947.73,
1987-09-02,0.6,402.15,28.56,10.63,722.33,
1987-09-03,0.0,366.24,19.25,5.62,615.94,
1987-09-04,0.0,365.47,21.0,7.25,682.03,
1987-09-05,0.0,391.62,24.6,8.63,691.86,
1987-09-06,0.0,386.17,26.81,10.73,792.13,
1987-09-07,0.0,371.75,26.4,11.24,846.99,
1987-09-08,0.0,381.37,25.34,9.53,750.2,
1987-09-09,0.0,372.27,23.4,8.26,718.61,
1987-09-10,0.0,369.23,25.23,9.69,786.4,
1987-09-11,1.07,332.38,25.18,11.12,926.13,
1987-09-12,4.42,179.66,17.66,9.13,1160.39,
1987-09-13,4.33,108.58,14.03,9.4,1191.5,
1987-09-14,12.68,192.13,15.55,5.94,930.39,
1987-09-15,12.28,184.18,14.51,5.28,897.82,
1987-09-16,3.78,191.2,14.49,5.41,898.18,
1987-09-17,0.0,328.64,16.51,2.83,702.07,
1987-09-18,0.0,339.07,20.5,5.58,830.54,
1987-09-19,0.0,333.0,21.34,6.52,874.75,
1987-09-20,0.0,342.88,23.63,7.55,894.55,
1987-09-21,0.0,348.49,26.13,9.07,932.47,
1987-09-22,0.0,349.61,27.27,9.58,963.25,
1987-09-23,0.0,350.79,27.49,9.17,935.66,
1987-09-24,0.0,315.82,25.09,9.94,1046.85,
1987-09-25,2.35,157.92,15.77,8.51,1124.87,
1987-09-26,3.1,181.92,13.16,4.22,817.37,
1987-09-27,0.0,283.27,15.0,2.7,698.78,
1987-09-28,0.0,316.02,18.08,3.14,702.48,
1987-09-29,0.0,338.13,22.53,4.69,754.33,
1987-09-30,0.0,333.76,25.96,7.55,906.21,
1987-10-01,0.0,326.33,27.44,9.14,1011.22,0.2935696867366616
1987-10-02,0.0,327.64,28.05,8.88,966.42,0.28308505506749515
1987-10-03,0.0,242.3,19.98,8.81,1095.48,0.2935696867366616
1987-10-04,1.78,207.69,18.18,7.99,1027.06,0.2935696867366616
1987-10-05,0.0,279.27,19.07,5.34,803.29,0.28308505506749515
1987-10-06,0.0,303.07,21.74,5.39,777.83,0.2726004233983287
1987-10-07,0.0,310.69,24.29,6.16,801.58,0.2726004233983287
1987-10-08,0.0,269.03,20.93,7.04,902.63,0.2726004233983287
1987-10-09,0.0,279.39,19.43,4.59,752.13,0.2726004233983287
1987-10-10,0.0,287.23,20.36,3.95,700.73,0.2726004233983287
1987-10-11,0.0,295.09,22.07,4.51,721.51,0.2621157917291622
1987-10-12,0.0,296.99,22.53,3.74,684.7,0.2516311600599957
1987-10-13,0.0,258.61,16.8,2.19,660.16,0.2516311600599957
1987-10-14,0.0,240.99,15.83,2.43,688.8,0.2621157917291622
1987-10-15,2.06,174.67,12.38,1.79,687.2,0.2726004233983287
