Date,prcp(mm/day),srad(W/m2),tmax(C),tmin(C),vp(Pa),flow(mm/day)
1980-01-01,0.0,187.99,5.55,-0.64,585.78,1.5684849073792895
1980-01-02,0.0,245.16,4.1,-4.68,431.77,1.527208988764045
1980-01-03,0.0,271.59,6.98,-3.56,469.03,1.4694227027027027
1980-01-04,2.04,203.89,3.78,-3.78,461.02,1.444657151533556
1980-01-05,5.24,165.84,-0.77,-7.22,355.32,1.4611675189796538
1980-01-06,0.24,307.89,1.18,-9.41,297.49,1.3951260491952626
1980-01-07,0.0,254.12,2.08,-5.62,407.32,1.3703604980261161
1980-01-08,2.53,188.22,5.06,-1.24,557.46,1.452912335256605
1980-01-09,0.37,207.51,5.05,-1.1,560.89,1.5024434375948983
1980-01-10,0.0,309.29,4.36,-6.74,365.46,1.4694227027027027
1980-01-11,4.8,221.73,10.3,-1.07,567.99,1.4776778864257516
1980-01-12,8.92,242.2,10.43,-4.52,438.59,1.890437072578196
1980-01-13,0.0,186.86,1.51,-4.07,450.57,2.129837400546614
1980-01-14,24.73,175.52,6.52,-1.01,571.89,2.988376507743699
1980-01-15,0.0,308.89,12.26,-0.33,597.55,3.714832675372001
1980-01-16,0.0,289.9,10.26,-0.53,587.13,2.856293568174916
1980-01-17,0.92,158.77,8.56,3.75,804.03,2.410513647130276
1980-01-18,11.28,117.64,8.86,4.18,821.05,2.53434140297601
1980-01-19,9.42,220.47,9.48,-1.45,560.04,3.3846253264500454
1980-01-20,0.0,287.53,9.33,-0.95,573.14,2.9388454054054054
1980-01-21,0.0,297.24,6.72,-3.88,458.64,2.5013206680838143
1980-01-22,0.15,197.18,6.83,0.93,641.5,2.278430707561494
1980-01-23,7.51,249.06,5.28,-6.19,389.0,2.4022584634072275
1980-01-24,0.0,366.28,6.22,-8.78,311.01,2.2288996052232006
1980-01-25,0.0,269.01,9.32,1.33,667.34,2.063795930762223
1980-01-26,0.0,270.8,8.07,0.14,615.18,1.9482233586395383
1980-01-27,0.0,242.15,6.32,-0.46,590.11,1.8409059702399029
1980-01-28,0.09,231.35,5.18,-1.33,553.99,1.7583541330094137
1980-01-29,0.0,204.05,1.43,-4.08,452.79,1.6923126632250227
1980-01-30,0.0,241.95,-2.44,-9.04,305.56,1.6180160097175826
1980-01-31,12.83,191.91,-4.3,-10.59,273.64,1.6180160097175826
1980-02-01,0.11,320.83,-8.29,-16.57,169.86,1.4033812329183113
1980-02-02,0.0,359.38,-7.39,-17.08,160.85,1.2382775584573338
1980-02-03,0.0,410.18,-3.39,-16.82,166.71,1.1557257212268448
1980-02-04,0.0,359.06,-3.71,-13.51,217.07,1.1144498026116003
1980-02-05,0.0,439.42,1.28,-16.96,162.59,1.0731738839963558
1980-02-06,2.7,224.79,-0.42,-6.96,361.09,1.0318979653811116
1980-02-07,2.82,203.1,-1.99,-7.61,343.67,0.9906220467658671
1980-02-08,0.0,437.19,1.15,-14.41,199.38,0.9493461281506226
1980-02-09,2.84,200.06,0.5,-5.23,414.93,0.9493461281506226
1980-02-10,4.3,264.95,0.77,-7.82,338.08,0.9080702095353781
1980-02-11,0.0,466.14,3.65,-15.67,182.99,0.8667942909201337
1980-02-12,0.0,368.15,1.93,-7.77,339.67,0.8255183723048892
1980-02-13,0.0,465.78,2.92,-14.88,194.91,0.8255183723048892
1980-02-14,0.0,470.34,8.72,-10.43,280.04,0.9906220467658671
1980-02-15,0.0,448.49,11.8,-4.01,450.0,1.2382775584573338
1980-02-16,4.05,344.86,9.57,-4.14,451.17,1.5437193562101428
